# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=450000, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=400000, random_state=None... stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=50000, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1)
# [D+RESET] AdaptiveSemiRegressorJr(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# [RESET] AdaptiveSemiRegressorJULIA(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# [D-SEM] AdaptiveSemiRegressorJ(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# [SEM_RESET] AdaptiveSemiRegressorJS(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# [HTR] HoeffdingTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# [HTRA] HoeffdingAdaptiveTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_ALL_abrupto1.out', pretrain_size=0, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_mse_[D+RESET],current_mse_[D+RESET],mean_mse_[RESET],current_mse_[RESET],mean_mse_[D-SEM],current_mse_[D-SEM],mean_mse_[SEM_RESET],current_mse_[SEM_RESET],mean_mse_[HTR],current_mse_[HTR],mean_mse_[HTRA],current_mse_[HTRA],training_time_[D+RESET],testing_time_[D+RESET],total_running_time_[D+RESET],training_time_[RESET],testing_time_[RESET],total_running_time_[RESET],training_time_[D-SEM],testing_time_[D-SEM],total_running_time_[D-SEM],training_time_[SEM_RESET],testing_time_[SEM_RESET],total_running_time_[SEM_RESET],training_time_[HTR],testing_time_[HTR],total_running_time_[HTR],training_time_[HTRA],testing_time_[HTRA],total_running_time_[HTRA]
313199,3794.078427,2482.367141,3612.949735,2135.389515,3812.274198,2887.863569,3566.416980,2310.554106,10815.743440,7342.188093,8750.826519,6434.887411,133.940819,78.836378,212.777197,11.287677,65.622963,76.910640,137.596551,65.372567,202.969118,6.959382,66.643817,73.603199,66.782207,14.124912,80.907120,245.035001,11.079513,256.114515
313399,3793.473171,2845.642409,3612.588065,3046.213320,3811.799851,3068.972092,3565.466860,2077.577664,10814.052212,8165.589847,8749.408777,6529.224467,134.038006,78.878489,212.916495,11.290207,65.666337,76.956544,137.692340,65.412486,203.104826,6.961153,66.683728,73.644881,66.823573,14.135059,80.958632,245.221981,11.087712,256.309693
313599,3792.769409,2689.973762,3611.894536,2525.134306,3811.228899,2916.546912,3564.737972,2422.571795,10811.719119,7155.762039,8747.463505,5699.221634,134.119983,78.923041,213.043024,11.315922,65.707896,77.023819,137.773210,65.453746,203.226956,6.963148,66.727678,73.690826,66.860395,14.144950,81.005345,245.402602,11.095643,256.498245
313799,3791.797069,2267.168575,3611.360748,2774.381245,3810.603530,2830.024965,3564.067155,2512.225477,10809.332012,7066.348050,8745.508178,5679.555436,134.199009,78.966569,213.165578,11.317663,65.745579,77.063243,137.854539,65.490761,203.345300,6.965246,66.768104,73.733350,66.907566,14.154812,81.062378,245.592203,11.103554,256.695758
313999,3791.100969,2698.919914,3610.409216,2117.454688,3810.241210,3241.760517,3563.262267,2300.392426,10808.137235,8933.532199,8744.694451,7467.957824,134.283256,79.012890,213.296145,11.319597,65.780310,77.099907,137.928902,65.525690,203.454592,6.967580,66.803565,73.771145,66.935823,14.163734,81.099557,245.763047,11.110920,256.873967
314199,3790.214883,2399.059178,3609.345603,1939.473495,3809.845432,3188.474252,3562.390917,2194.371786,10804.910360,5738.716451,8742.486191,5275.517306,134.374699,79.052754,213.427454,11.321935,65.816879,77.138814,138.009690,65.562390,203.572080,6.986247,66.840340,73.826587,66.976529,14.173057,81.149586,245.945753,11.118572,257.064325
314399,3789.498014,2663.296554,3608.633280,2489.573842,3809.457085,3199.364965,3561.301678,1850.107705,10803.289989,8257.687970,8740.661644,5874.297845,134.450442,79.095949,213.546390,11.324047,65.856104,77.180151,138.104394,65.600168,203.704563,6.987955,66.880791,73.868746,67.006075,14.182738,81.188813,246.126372,11.126273,257.252646
314599,3788.546825,2293.278045,3607.949188,2532.557304,3808.817721,2803.736234,3560.579650,2425.551251,10801.573416,8103.120186,8738.306608,5036.191086,134.538034,79.147037,213.685071,11.346590,65.896729,77.243319,138.190145,65.639841,203.829986,6.990001,66.922837,73.912838,67.034685,14.192973,81.227658,246.340418,11.134462,257.474880
314799,3787.678029,2421.061685,3607.392193,2731.238664,3808.226772,2878.665362,3560.040600,2712.115565,10800.132395,8533.405812,8736.575428,6013.429377,134.616389,79.190859,213.807248,11.348258,65.936281,77.284540,138.275755,65.677021,203.952777,6.991945,66.964488,73.956432,67.081655,14.202015,81.283670,246.511455,11.141827,257.653283
314999,3786.679480,2214.963914,3606.482443,2174.536310,3807.180682,2160.633551,3559.327053,2436.203343,10797.638839,6872.781727,8734.565348,5570.698709,134.698685,79.235154,213.933839,11.350292,65.978880,77.329172,138.359000,65.717741,204.076742,6.994398,67.005492,73.999890,67.110616,14.211484,81.322099,246.707076,11.149438,257.856514
315199,3785.734076,2296.721822,3605.728491,2418.254096,3806.258784,2354.270851,3558.547651,2330.989517,10794.860464,6418.920566,8732.564404,5581.077866,134.828503,79.291703,214.120205,11.352969,66.026228,77.379197,138.461157,65.766322,204.227479,7.014717,67.052774,74.067491,67.142305,14.222077,81.364382,246.903238,11.157692,258.060930
315399,3785.084801,2761.828127,3604.675947,1945.866500,3805.324494,2332.882770,3558.020378,2727.038742,10792.132727,6493.218735,8729.999776,4688.146493,134.911206,79.332877,214.244083,11.355766,66.064433,77.420199,138.554758,65.805391,204.360150,7.016433,67.094664,74.111097,67.171182,14.232131,81.403313,247.108815,11.165743,258.274558
315599,3784.026538,2115.145817,3603.707436,2076.364967,3804.863926,3078.548360,3557.263394,2363.498806,10789.425898,6520.757055,8727.892972,5405.462853,134.992283,79.375529,214.367813,11.380621,66.105103,77.485723,138.636709,65.842287,204.478995,7.018391,67.133664,74.152056,67.201364,14.241544,81.442908,247.325954,11.173383,258.499337
315799,3783.124244,2359.303827,3602.919600,2359.714315,3804.560253,3325.363694,3556.755056,2754.597760,10787.705537,8072.975722,8726.776090,6964.336534,135.098841,79.440634,214.539476,11.382429,66.155887,77.538315,138.717537,65.888600,204.606137,7.020676,67.183607,74.204283,67.239213,14.251960,81.491172,247.496996,11.181573,258.678569
315999,3782.195263,2315.334194,3602.141404,2373.370208,3804.021393,2953.161170,3556.143660,2590.749262,10785.595835,7454.375574,8724.378457,4938.515836,135.178747,79.484930,214.663677,11.384375,66.196348,77.580723,138.798390,65.928600,204.726990,7.022984,67.226649,74.249634,67.276449,14.261618,81.538067,247.680183,11.189431,258.869614
316199,3781.251222,2289.666373,3601.371778,2385.362852,3803.347943,2739.297148,3555.424895,2419.775939,10783.834875,8001.517929,8722.545703,5826.794006,135.289301,79.535781,214.825082,11.387203,66.255371,77.642573,138.890660,65.981782,204.872442,7.031389,67.276907,74.308296,67.340639,14.272321,81.612961,247.865468,11.197578,259.063046
316399,3780.542012,2659.281410,3600.773429,2654.783340,3803.001997,3256.062195,3554.892076,2712.506445,10780.703991,5830.776670,8720.580474,5613.553736,135.384176,79.589138,214.973314,11.389788,66.311122,77.700910,138.992322,66.031851,205.024174,7.033179,67.327050,74.360228,67.369666,14.283219,81.652885,248.043118,11.206182,259.249301
316599,3779.659713,2383.862685,3599.902127,2221.503518,3802.434037,2903.921458,3554.209881,2474.976266,10778.230254,6864.778204,8718.583292,5559.041559,135.465711,79.632068,215.097779,11.415407,66.353453,77.768859,139.072365,66.072221,205.144586,7.035258,67.368259,74.403517,67.412801,14.292907,81.705708,248.219219,11.213953,259.433172
316799,3778.786137,2395.915599,3598.876783,1975.756326,3801.687091,2619.271386,3553.465563,2375.210901,10775.502648,6457.702926,8716.047749,4702.283192,135.552319,79.679230,215.231549,11.417318,66.396028,77.813346,139.156859,66.113286,205.270146,7.037491,67.410203,74.447695,67.455266,14.303277,81.758543,248.423986,11.222211,259.646197
316999,3778.145138,2762.803209,3598.178227,2491.666302,3800.913394,2575.377260,3552.672798,2296.932566,10773.824702,8115.957511,8713.820063,5185.165520,135.643615,79.727400,215.371015,11.419470,66.450078,77.869548,139.249905,66.179065,205.428971,7.040201,67.455689,74.495890,67.492502,14.313492,81.805994,248.628116,11.230370,259.858486
317199,3777.638528,2974.661703,3597.531399,2572.308831,3799.820642,2067.809218,3552.068243,2593.848214,10771.585729,7222.813644,8711.734417,5405.984448,135.739900,79.772614,215.512513,11.421783,66.490294,77.912077,139.329832,66.218532,205.548364,7.050770,67.497704,74.548474,67.521485,14.322986,81.844470,248.827884,11.238188,260.066072
317399,3776.708856,2302.247807,3596.819691,2468.050030,3799.179080,2781.660560,3551.352890,2416.803840,10769.731157,7828.380805,8710.231072,6325.926050,135.819696,79.837887,215.657583,11.424069,66.530816,77.954885,139.427746,66.259446,205.687192,7.052530,67.542073,74.594603,67.561857,14.333057,81.894914,249.030390,11.246310,260.276700
317599,3775.798746,2331.455612,3595.907894,2148.885973,3798.559266,2814.915645,3550.666207,2460.899720,10766.960639,6370.147713,8708.609855,6135.739414,135.915272,79.891909,215.807181,11.451138,66.587121,78.038258,139.525362,66.316353,205.841715,7.054795,67.590955,74.645749,67.594033,14.344538,81.938571,249.217608,11.255304,260.472912
317799,3775.143440,2734.517460,3595.311748,2648.631555,3797.864973,2695.327081,3550.173253,2767.363360,10764.910821,7509.800389,8707.178136,6433.607132,135.993154,79.945149,215.938303,11.452855,66.625451,78.078306,139.602114,66.359147,205.961261,7.056829,67.630170,74.687000,67.653811,14.354122,82.007933,249.402885,11.263093,260.665978
317999,3773.906401,1808.250146,3594.500056,2304.722800,3796.797652,2100.824157,3549.340926,2226.772009,10761.956562,6067.639108,8704.836637,4984.195750,136.093019,79.992615,216.085635,11.455051,66.669276,78.124327,139.693001,66.409648,206.102648,7.059364,67.680725,74.740089,67.684096,14.364315,82.048412,249.580377,11.271248,260.851626
318199,3773.091638,2477.619052,3593.932101,2690.882667,3796.314597,3028.257316,3548.807965,2701.401099,10759.841687,7397.190956,8702.844182,5534.840873,136.197375,80.042322,216.239697,11.457512,66.712907,78.170419,139.774068,66.454361,206.228429,7.070019,67.725156,74.795176,67.719386,14.374147,82.093533,249.765759,11.279096,261.044855
318399,3772.388917,2654.359486,3593.057088,2200.911855,3795.372871,2297.086808,3548.424998,2939.123421,10758.213839,8168.306854,8700.803151,5453.521485,136.284729,80.085111,216.369840,11.460160,66.751059,78.211219,139.876694,66.492901,206.369595,7.071886,67.767141,74.839027,67.761821,14.384653,82.146474,249.956569,11.287680,261.244248
318599,3771.697697,2671.275264,3591.960595,1846.343363,3794.614747,2587.682162,3547.833320,2605.882341,10756.541803,8094.660537,8699.312400,6326.038261,136.358044,80.140520,216.498563,11.486512,66.787324,78.273836,139.949139,66.528789,206.477928,7.073771,67.803912,74.877684,67.790350,14.393945,82.184295,250.134834,11.295320,261.430154
318799,3771.190967,2963.970717,3591.144269,2290.737747,3793.888217,2636.525568,3547.233135,2591.138126,10753.971817,6659.984246,8697.529092,5856.718141,136.444732,80.181623,216.626355,11.488356,66.827996,78.316352,140.031568,66.569876,206.601443,7.076176,67.846153,74.922330,67.831868,14.404333,82.236201,250.325244,11.303819,261.629063
318999,3770.512349,2688.794703,3590.468243,2512.883064,3793.221787,2730.931275,3547.139854,3398.450954,10751.877386,7413.354023,8696.063561,6360.007080,136.517327,80.222609,216.739936,11.490306,66.863642,78.353948,140.105807,66.606262,206.712069,7.078501,67.882379,74.960880,67.879752,14.413430,82.293182,250.517614,11.311349,261.828963
319199,3769.590555,2299.330278,3589.280786,1695.286762,3792.440723,2546.644243,3546.282188,2178.304186,10749.945147,7668.024719,8694.193323,5711.164936,136.620135,80.267832,216.887967,11.492774,66.905097,78.397871,140.190854,66.664404,206.855258,7.088282,67.929059,75.017340,67.920316,14.423514,82.343830,250.698595,11.319309,262.017904
319399,3768.835155,2563.215483,3588.445234,2254.903921,3791.881347,2899.116762,3545.463894,2239.467551,10748.035805,7700.724836,8692.630759,6198.777993,136.704957,80.311627,217.016584,11.495207,66.947987,78.443194,140.291627,66.708929,207.000556,7.090077,67.972574,75.062651,68.506327,14.433469,82.939796,250.917021,11.327171,262.244192
319599,3768.044194,2504.879856,3587.598910,2236.019002,3791.158391,2636.598461,3544.641348,2231.034557,10745.567939,6804.385985,8690.767542,5715.210367,136.781897,80.352306,217.134203,11.523476,66.986566,78.510042,140.367907,66.748944,207.116852,7.091949,68.013712,75.105661,68.535244,14.443027,82.978271,251.101714,11.334828,262.436543
319799,3767.291023,2563.723606,3586.762351,2249.941953,3790.410976,2596.041106,3544.400719,3159.875901,10742.770071,6271.777854,8688.943528,5774.169348,136.858397,80.393260,217.251657,11.525112,67.023550,78.548662,140.443459,66.786940,207.230399,7.094194,68.051516,75.145710,68.563802,14.452219,83.016021,251.302924,11.342266,262.645189
319999,3766.678011,2786.472751,3585.917879,2235.605789,3789.570083,2444.982412,3543.898060,2740.145652,10740.700865,7432.040151,8686.760671,5196.372373,136.976182,80.444962,217.421144,11.527443,67.071478,78.598922,140.535855,66.839205,207.375060,7.096649,68.107008,75.203656,68.593146,14.462886,83.056032,251.479588,11.350628,262.830215
320199,3766.108425,2854.769494,3585.269148,2547.300103,3788.583825,2210.570950,3542.914086,1968.556646,10738.790447,7682.122502,8685.312848,6368.795409,137.070520,80.484987,217.555507,11.529750,67.107599,78.637348,140.610706,66.874933,207.485639,7.109000,68.143470,75.252470,68.621175,14.471927,83.093102,251.659180,11.358073,263.017253
320399,3765.283551,2444.660284,3584.796321,2827.799784,3788.016294,2879.399587,3542.212819,2419.483457,10737.301919,8354.167588,8683.603038,5946.197925,137.156742,80.530532,217.687274,11.532214,67.153253,78.685468,140.712727,66.920784,207.633512,7.110799,68.187486,75.298284,68.652160,14.482046,83.134206,251.838782,11.366130,263.204911
320599,3764.450597,2430.059423,3584.314094,2811.786821,3786.983112,2131.825316,3541.320979,2112.593577,10734.511494,6264.250671,8681.438157,5213.298830,137.247313,80.580496,217.827809,11.651666,67.197985,78.849651,140.812063,66.967264,207.779326,7.112896,68.234251,75.347146,68.684504,14.491973,83.176477,252.030628,11.373990,263.404618
320799,3763.686416,2538.703078,3583.696494,2593.683965,3785.997338,2205.801810,3540.923448,2903.681646,10732.736877,7888.025411,8679.329450,5299.071013,137.339466,80.634581,217.974047,11.653466,67.242597,78.896062,140.897719,67.012319,207.910038,7.115063,68.291179,75.406242,68.737600,14.501866,83.239467,252.233128,11.381949,263.615076
320999,3762.967546,2609.900802,3582.902352,2309.097962,3785.161765,2444.903451,3540.143068,2288.413236,10730.619132,7333.756005,8677.214001,5284.034557,137.422674,80.676389,218.099063,11.655596,67.283481,78.939077,140.982006,67.053360,208.035365,7.117535,68.334706,75.452242,68.784964,14.511641,83.296605,252.418187,11.389902,263.808089
321199,3762.488260,2993.234962,3582.427601,2820.452648,3784.615340,2907.603024,3539.516117,2533.259964,10730.067541,9844.765075,8675.561016,6022.519308,137.528450,80.746508,218.274958,11.658086,67.333461,78.991547,141.072378,67.099698,208.172075,7.126106,68.380164,75.506270,68.814804,14.522003,83.336807,252.606863,11.398033,264.004896
321399,3762.048322,3055.506476,3581.747809,2490.001284,3783.931856,2686.256181,3538.754881,2316.209299,10727.524899,6644.042002,8673.490180,5347.727775,137.604652,80.784183,218.388835,11.660384,67.368457,79.028841,141.167400,67.136596,208.303996,7.127754,68.417964,75.545718,68.876516,14.531720,83.408237,252.831654,11.405964,264.237618
321599,3761.322974,2595.690139,3581.147770,2616.885421,3783.030355,2334.317649,3537.675346,1802.863560,10725.112009,6847.597172,8671.871713,6070.995077,137.688826,80.828696,218.517522,11.680369,67.408934,79.089303,141.252134,67.175774,208.427908,7.129810,68.473788,75.603598,68.907426,14.541944,83.449370,253.014929,11.414065,264.428994
321799,3760.514199,2460.003619,3580.542426,2607.150394,3782.313128,2629.012401,3537.015434,2475.876105,10722.412604,6381.769832,8669.980663,5629.172090,137.775540,80.873728,218.649267,11.682205,67.452979,79.135184,141.332228,67.222154,208.554382,7.132019,68.519100,75.651119,68.974671,14.551957,83.526628,253.272394,11.422074,264.694468
321999,3759.852968,2695.931554,3579.949786,2626.390728,3781.723471,2832.964999,3536.530853,2756.841123,10720.327622,7365.590572,8668.287642,5944.216923,137.854406,80.917805,218.772211,11.684160,67.493195,79.177355,141.410591,67.259426,208.670017,7.134294,68.557417,75.691711,69.003095,14.561394,83.564489,253.477082,11.429689,264.906771
322199,3758.974073,2343.953735,3579.515027,2879.553384,3781.106522,2787.819797,3535.975251,2641.454769,10718.595326,7929.598818,8666.438156,5688.766491,138.027838,80.963280,218.991117,11.686717,67.538299,79.225016,141.502009,67.304226,208.806236,7.145316,68.600268,75.745584,69.052973,14.571789,83.624762,253.687251,11.437928,265.125179
322399,3757.971269,2142.453274,3578.938421,2650.026800,3780.313911,2503.417241,3535.231978,2337.820531,10716.098857,6694.287545,8664.126200,4939.565232,138.113350,81.017034,219.130385,11.689234,67.581535,79.270769,141.608767,67.348863,208.957629,7.147162,68.645024,75.792185,69.097953,14.581776,83.679729,253.880437,11.446125,265.326562
322599,3757.005432,2200.077241,3578.000616,2066.258068,3779.293222,2133.942412,3534.645750,2589.644955,10713.355359,6290.836534,8662.148225,5473.652477,138.194773,81.057260,219.252033,11.710412,67.620196,79.330608,141.690372,67.388072,209.078444,7.149263,68.685690,75.834952,69.139254,14.591656,83.730910,254.110938,11.454182,265.565121
322799,3756.140976,2361.773196,3577.783498,3227.573067,3778.510940,2516.689120,3534.164597,2758.066013,10712.007766,8538.340141,8660.131925,5407.840335,138.297414,81.111217,219.408631,11.712366,67.668934,79.381300,141.787946,67.438686,209.226632,7.151494,68.737635,75.889129,69.200295,14.602558,83.802853,254.308243,11.462842,265.771084
322999,3755.886193,3344.665531,3577.490564,3104.695517,3777.844634,2702.427069,3533.679745,2751.127221,10709.978380,7434.550135,8658.542789,6093.676712,138.385339,81.170502,219.555841,11.714268,67.715174,79.429442,141.872174,67.487797,209.359971,7.153945,68.789032,75.942977,69.229629,14.612705,83.842334,254.517651,11.470935,265.988586
323199,3755.015657,2349.101461,3577.136646,3005.558987,3776.917666,2279.864465,3533.037517,2495.839345,10708.490525,8305.604111,8657.121966,6362.492552,138.488921,81.222425,219.711346,11.716687,67.767518,79.484205,141.963022,67.548134,209.511156,7.163381,68.843823,76.007204,69.258364,14.622974,83.881338,254.707723,11.478854,266.186576
323399,3754.018272,2142.243372,3576.866146,3139.738146,3776.073421,2411.773910,3532.291455,2326.656314,10705.759166,6291.883844,8655.152325,5472.212092,138.563245,81.267250,219.830495,11.718919,67.808597,79.527516,142.061153,67.589483,209.650636,7.165055,68.883728,76.048783,69.306495,14.632382,83.938878,254.892322,11.486471,266.378793
323599,3753.280068,2559.603399,3576.078363,2302.232515,3775.098542,2198.718440,3531.653877,2500.689774,10703.788042,7516.479651,8652.984824,5148.135837,138.659956,81.327274,219.987230,11.738950,67.881433,79.620382,142.165348,67.659584,209.824932,7.167202,68.948317,76.115519,69.346439,14.643806,83.990245,255.063886,11.495072,266.558958
323799,3752.591028,2637.724527,3575.695017,2955.440475,3774.118311,2188.105902,3530.867827,2259.039494,10701.924103,7686.071473,8651.040627,5505.329977,138.740379,81.370952,220.111331,11.740656,67.924929,79.665585,142.248720,67.705058,209.953778,7.169261,69.023137,76.192398,69.394290,14.653947,84.048237,255.276773,11.502954,266.779727
323999,3752.038386,2857.312156,3575.449842,3178.513004,3773.409591,2625.991597,3530.331403,2661.860217,10699.630194,6985.790845,8648.730232,4908.201469,138.825510,81.417287,220.242796,11.742711,67.965581,79.708292,142.340004,67.745991,210.085995,7.171843,69.067769,76.239612,69.456889,14.664055,84.120945,255.458075,11.511091,266.969167
324199,3751.221886,2428.491549,3575.168648,3119.634214,3772.800296,2785.741899,3529.640821,2410.898341,10697.901289,7897.076195,8647.436444,6551.499019,138.930818,81.469671,220.400489,11.745371,68.010511,79.755883,142.429698,67.790291,210.219988,7.181460,69.111914,76.293374,69.500133,14.674493,84.174625,255.645853,11.519311,267.165164
324399,3750.326790,2299.375103,3574.259802,2101.019270,3771.797139,2145.679730,3528.864076,2269.760717,10695.167589,6263.838977,8645.151779,4941.710788,139.030394,81.550711,220.581105,11.748064,68.078241,79.826305,142.610396,67.845556,210.455953,7.183387,69.169140,76.352527,69.541314,14.686066,84.227379,255.837074,11.528091,267.365165
324599,3749.967000,3166.388598,3573.648981,2582.897456,3771.148142,2718.474264,3528.358409,2708.165674,10692.674594,6649.037154,8643.305304,5648.322382,139.114817,81.596682,220.711499,11.768714,68.121427,79.890141,142.690131,67.886828,210.576960,7.185709,69.211599,76.397308,69.593219,14.696651,84.289870,256.030691,11.536549,267.567240
324799,3749.182545,2476.012455,3573.604889,3502.043981,3770.174843,2190.511479,3527.680009,2426.636901,10692.116867,9786.926084,8642.377602,7136.717465,139.204150,81.648113,220.852263,11.770464,68.181378,79.951842,142.777504,67.942833,210.720337,7.187952,69.263636,76.451587,69.623261,14.706982,84.330243,256.220721,11.544719,267.765440
324999,3748.712147,2984.784516,3573.140821,2819.495161,3769.304359,2355.638982,3527.595667,3390.624495,10689.609723,6618.007463,8640.506952,5602.571081,139.301412,81.693359,220.994771,11.772546,68.223738,79.996284,142.868658,67.986003,210.854661,7.190755,69.306880,76.497634,69.662865,14.717335,84.380200,256.422721,11.552923,267.975644
325199,3748.080831,2722.193385,3572.431680,2420.077149,3768.866277,3056.983037,3526.945111,2469.791716,10687.583617,7395.161192,8639.008758,6204.443154,139.408511,81.746286,221.154797,11.775027,68.269561,80.044588,142.959957,68.030686,210.990644,7.200200,69.352790,76.552990,69.693561,14.727545,84.421105,256.617546,11.560936,268.178482
325399,3747.455756,2731.083754,3572.271353,3311.579927,3767.825008,2074.720625,3526.323116,2514.959152,10684.160416,5118.035645,8636.311426,4250.449868,139.496889,81.814484,221.311373,11.777491,68.320512,80.098003,143.071465,68.075921,211.147386,7.202042,69.403920,76.605962,69.738443,14.738264,84.476706,256.813258,11.569518,268.382775
325599,3746.700168,2517.358788,3571.662729,2581.431083,3767.164218,2692.059685,3525.483273,2159.058650,10681.804180,6848.208060,8634.770998,6128.495459,139.589358,81.876365,221.465723,11.797841,68.370539,80.168380,143.167292,68.125329,211.292621,7.204442,69.453248,76.657689,69.796763,14.749181,84.545944,257.023455,11.578238,268.601693
325799,3746.182513,2903.439022,3570.906580,2339.895077,3766.564437,2790.120721,3525.246514,3139.802483,10680.275730,8191.959374,8633.623579,6765.625058,139.698455,81.932934,221.631389,11.800004,68.423134,80.223138,143.268373,68.171647,211.440020,7.207086,69.505131,76.712217,69.839555,14.760690,84.600245,257.241016,11.587402,268.828418
325999,3745.221987,2180.525566,3570.699401,3233.205409,3765.983630,2819.848601,3524.518825,2339.113290,10677.682938,6454.024832,8631.811184,5679.418990,139.797617,81.994945,221.792561,11.802597,68.477702,80.280300,143.389125,68.228340,211.617464,7.210355,69.559356,76.769712,69.876960,14.772764,84.649724,257.455591,11.597025,269.052616
326199,3744.558451,2662.994824,3570.316425,2946.065524,3765.259984,2585.716378,3523.746624,2265.060218,10674.772691,5931.070022,8629.555086,4952.116525,139.921556,82.050716,221.972271,11.805625,68.535144,80.340769,143.495958,68.280017,211.775975,7.226581,69.611016,76.837597,69.914007,14.785444,84.699451,257.717094,11.607320,269.324414
326399,3743.943036,2740.201935,3569.737481,2625.479217,3764.511434,2543.626876,3523.107998,2481.509012,10672.475991,6926.558124,8627.907044,5939.949343,140.032417,82.129985,222.162402,11.808844,68.599761,80.408605,143.636869,68.335705,211.972574,7.228760,69.670020,76.898781,69.963430,14.798181,84.761611,257.947413,11.617354,269.564767
326599,3743.382354,2828.348314,3569.194699,2683.375280,3763.599102,2274.673970,3522.715049,2881.421807,10670.415430,7307.580144,8626.663067,6596.493662,140.132005,82.181600,222.313605,11.835046,68.648578,80.483624,143.733362,68.381016,212.114378,7.231199,69.716957,76.948156,70.015975,14.810183,84.826158,258.188437,11.627078,269.815515
326799,3742.413227,2159.829920,3568.693672,2750.516462,3763.123189,2985.956976,3522.129079,2565.239804,10668.268657,7162.587970,8625.449386,6643.507961,140.242224,82.278988,222.521212,11.837379,68.714213,80.551592,143.873979,68.439340,212.313319,7.234117,69.778327,77.012443,70.055336,14.823604,84.878940,258.428244,11.637542,270.065785
326999,3741.370239,2037.126605,3568.165330,2704.855174,3762.151294,2174.074002,3521.177732,1966.676134,10665.702180,6472.079984,8623.612632,5622.356969,140.346659,82.350840,222.697499,11.839964,68.769840,80.609804,143.980410,68.500329,212.480739,7.236960,69.837708,77.074668,70.121137,14.836039,84.957176,258.700804,11.647457,270.348261
327199,3740.412549,2174.589095,3567.389699,2299.231709,3761.261858,2307.034481,3520.347719,2163.277654,10664.196240,8201.984364,8622.109922,6165.178125,140.474236,82.414543,222.888779,11.842879,68.826873,80.669751,144.092652,68.554363,212.647015,7.255859,69.892943,77.148802,70.186827,14.848876,85.035702,258.938000,11.657652,270.595651
327399,3739.476364,2207.878776,3566.635288,2332.418910,3760.549929,2595.835090,3519.870300,2738.812536,10661.828338,6787.940034,8620.114056,5354.878103,140.599000,82.478223,223.077223,11.845818,68.887391,80.733208,144.240453,68.612872,212.853325,7.258109,69.983299,77.241408,70.262840,14.861422,85.124262,259.183420,11.667698,270.851118
327599,3738.925718,2837.517429,3565.945462,2436.700757,3759.637407,2265.837583,3519.170910,2374.269643,10659.476379,6809.319958,8618.579303,6106.188221,140.697097,82.540925,223.238022,11.872601,68.943475,80.816076,144.340215,68.665324,213.005539,7.260816,70.036472,77.297288,70.332793,14.873394,85.206186,259.421092,11.677501,271.098593
327799,3738.176948,2511.691445,3565.551890,2920.881761,3758.668123,2170.980928,3518.537744,2481.410952,10657.113366,6786.497320,8616.778407,5666.910618,140.809277,82.608484,223.417761,11.874985,69.016803,80.891788,144.450947,68.729531,213.180478,7.263696,70.093490,77.357186,70.386885,14.886397,85.273282,259.669879,11.687858,271.357738
327999,3737.269853,2250.541617,3564.842013,2401.352759,3758.000844,2664.330715,3518.038295,2699.441250,10655.024772,7231.819977,8614.815835,5398.160745,140.919840,82.672983,223.592823,11.877928,69.074931,80.952859,144.566924,68.787828,213.354752,7.266997,70.149972,77.416969,70.481807,14.899856,85.381663,259.944825,11.698768,271.643594
