# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=450000, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=400000, random_state=None... stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=50000, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1)
# [KNN] KNNRegressor(aggregation_method='mean', leaf_size=30, max_window_size=1000, metric='euclidean', n_neighbors=5)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_KNN_abrupto3.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[KNN],current_mse_[KNN],training_time_[KNN],testing_time_[KNN],total_running_time_[KNN]
59199,6051.700304,10820.599997,1.599658,26.992812,28.592469
59399,6065.277389,10084.094527,1.605096,27.084488,28.689584
59599,6079.501651,10304.107531,1.610624,27.176518,28.787142
59799,6097.262545,11390.008859,1.616178,27.268610,28.884787
59999,6110.928788,10197.135576,1.621621,27.360433,28.982054
60199,6124.915940,10321.061343,1.627026,27.452214,29.079240
60399,6139.521451,10535.780315,1.632478,27.544174,29.176652
60599,6150.490439,9463.124963,1.637917,27.635990,29.273906
60799,6163.851318,10212.197491,1.643459,27.727861,29.371320
60999,6174.231412,9329.780040,1.648902,27.819896,29.468798
61199,6188.004918,10388.924384,1.654342,27.911794,29.566137
61399,6203.963997,11087.442105,1.659761,28.003663,29.663424
61599,6228.149886,13653.217606,1.665162,28.095391,29.760553
61799,6242.911208,10789.398649,1.670575,28.187140,29.857715
61999,6257.220006,10678.638345,1.675970,28.278976,29.954946
62199,6272.881004,11127.790481,1.681411,28.370796,30.052207
62399,6292.604351,12426.565180,1.686867,28.462715,30.149583
62599,6304.200984,9922.350501,1.692317,28.554579,30.246897
62799,6316.897247,10290.827702,1.697740,28.646360,30.344100
62999,6326.048750,9199.620742,1.703164,28.738029,30.441193
63199,6338.101434,10134.696921,1.708633,28.829991,30.538624
63399,6347.460912,9305.055704,1.714039,28.921944,30.635983
63599,6356.587451,9249.700381,1.719459,29.013537,30.732996
63799,6376.215446,12617.918066,1.724850,29.105410,30.830260
63999,6386.605587,9701.060443,1.730311,29.197202,30.927513
64199,6397.442624,9865.294423,1.735687,29.288987,31.024674
64399,6418.002884,13017.846217,1.741123,29.380769,31.121892
64599,6435.150151,11956.570404,1.746552,29.472438,31.218991
64799,6446.016051,9955.701508,1.751949,29.563970,31.315919
64999,6457.730575,10253.236412,1.757405,29.655745,31.413150
65199,6472.228153,11183.941137,1.762831,29.747418,31.510249
65399,6485.901586,10943.440792,1.768291,29.839289,31.607580
65599,6498.459833,10605.006337,1.773754,29.930797,31.704551
65799,6510.703907,10526.760330,1.779195,30.022599,31.801794
65999,6524.538985,11076.279695,1.784626,30.114358,31.898984
66199,6540.153320,11692.883780,1.790108,30.206183,31.996290
66399,6551.382559,10268.260598,1.795579,30.298016,32.093595
66599,6563.325817,10528.487721,1.800995,30.389838,32.190833
66799,6583.500147,13301.551728,1.806448,30.481776,32.288223
66999,6599.766424,12032.703192,1.811885,30.573563,32.385448
67199,6610.631595,10250.463917,1.817301,30.665287,32.482588
67399,6622.185314,10504.234747,1.822764,30.756932,32.579696
67599,6629.267216,9015.868052,1.828223,30.848719,32.676942
67799,6639.306319,10032.523299,1.833681,30.940492,32.774173
67999,6648.428266,9740.768382,1.839151,31.032313,32.871464
68199,6659.161977,10308.623682,1.844554,31.124182,32.968736
68399,6668.275668,9776.044369,1.849991,31.215897,33.065888
68599,6687.985664,13428.804122,1.855426,31.307746,33.163171
68799,6700.494029,10990.863295,1.860878,31.399596,33.260474
68999,6711.364925,10450.953287,1.866282,31.491277,33.357558
69199,6719.844793,9645.399103,1.871716,31.582908,33.454624
69399,6736.145273,12376.111263,1.877122,31.674673,33.551794
69599,6746.886844,10474.212222,1.882515,31.766311,33.648827
69799,6760.240081,11407.166218,1.887983,31.858152,33.746135
69999,6774.312959,11685.747659,1.893492,31.950052,33.843544
