# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=450000, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=400000, random_state=None... stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=50000, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1)
# [AXGBRegR] AdaptiveSemiRegressorJULIA(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_AXGBRegR_abrupto5.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[AXGBRegR],current_mse_[AXGBRegR],training_time_[AXGBRegR],testing_time_[AXGBRegR],total_running_time_[AXGBRegR]
47399,2306.612325,1389.051707,1.400967,10.224172,11.625139
47599,2302.275811,1274.522010,1.403320,10.267589,11.670909
47799,2299.526215,1645.122207,1.405761,10.310846,11.716607
47999,2296.485445,1569.741517,1.408367,10.354936,11.763303
48199,2293.272068,1522.061484,1.443206,10.399108,11.842314
48399,2290.619183,1651.273962,1.445445,10.443103,11.888548
48599,2286.712550,1341.307362,1.447779,10.486335,11.934114
48799,2284.786893,1816.852124,1.450211,10.529352,11.979564
48999,2281.404048,1455.989971,1.452789,10.573648,12.026437
49199,2277.284695,1268.043336,1.460587,10.616925,12.077512
49399,2273.374699,1311.515683,1.462824,10.660783,12.123607
49599,2270.253577,1499.336236,1.465129,10.703807,12.168937
49799,2266.812804,1413.501194,1.467572,10.747062,12.214634
49999,2262.720423,1243.717504,1.470174,10.790952,12.261127
50199,2379.931293,31682.648730,1.478209,10.834239,12.312449
50399,2483.058122,28367.892409,1.480445,10.878199,12.358644
50599,2585.197742,28324.381835,1.482761,10.921519,12.404280
50799,2714.208328,35353.886583,1.485230,10.965382,12.450612
50999,2822.715382,30383.507085,1.487798,11.008858,12.496655
51199,2894.685235,21246.997723,1.495993,11.052603,12.548596
51399,2962.731125,20382.479009,1.498245,11.096771,12.595015
51599,3034.194050,21400.165877,1.500566,11.140113,12.640679
51799,3110.044925,22679.570668,1.502993,11.183244,12.686237
51999,3201.734346,26949.294315,1.505559,11.227262,12.732821
52199,3298.775757,28529.542735,1.513788,11.270571,12.784359
52399,3358.617044,18977.192951,1.516018,11.314505,12.830523
52599,3423.146082,20329.754064,1.518337,11.357775,12.876113
52799,3475.596322,17270.009334,1.520752,11.400965,12.921717
52999,3546.889458,22368.277405,1.523315,11.444961,12.968276
53199,3590.947176,15266.242445,1.531642,11.488653,13.020295
53399,3631.971816,14544.525895,1.533880,11.532664,13.066545
53599,3674.687698,15079.828202,1.536206,11.575877,13.112083
53799,3733.302021,19441.940578,1.538637,11.619099,13.157736
53999,3771.461212,14036.283814,1.541239,11.663165,13.204404
54199,3814.612553,15465.474550,1.549617,11.706930,13.256548
54399,3848.762435,13103.380303,1.551837,11.750761,13.302598
54599,3882.232363,12986.052878,1.554142,11.794269,13.348411
54799,3925.466719,15728.445855,1.556565,11.837696,13.394261
54999,3966.598166,15236.614797,1.559093,11.881485,13.440578
55199,3996.082668,12104.320491,1.567527,11.925139,13.492666
55399,4027.673175,12746.653366,1.569790,11.969230,13.539019
55599,4061.101737,13320.813172,1.572099,12.012450,13.584549
55799,4089.618734,12017.343878,1.574531,12.055813,13.630344
55999,4114.939459,11179.421761,1.577105,12.099619,13.676724
56199,4137.515536,10458.817201,1.585521,12.143026,13.728548
56399,4163.883007,11573.142463,1.587762,12.187260,13.775022
56599,4182.266485,9366.407148,1.590069,12.230440,13.820510
56799,4200.638118,9399.810285,1.592490,12.273710,13.866200
56999,4220.837560,9957.479090,1.595048,12.317476,13.912525
57199,4233.827064,7935.835823,1.603478,12.361057,13.964534
57399,4246.264080,7803.250673,1.605722,12.405092,14.010815
57599,4259.674014,8108.325053,1.608036,12.448564,14.056601
57799,4268.666842,6858.601108,1.610460,12.491802,14.102262
57999,4290.856401,10703.639017,1.613006,12.535616,14.148622
58199,4310.258424,9936.845208,1.621413,12.579305,14.200718
58399,4319.061361,6880.715877,1.623668,12.623662,14.247329
58599,4328.484100,7079.923845,1.625988,12.666970,14.292958
58799,4344.616345,9071.364258,1.628438,12.710502,14.338940
58999,4359.643793,8777.713596,1.630997,12.754447,14.385444
59199,4366.668833,6439.055593,1.639455,12.798309,14.437763
59399,4374.157498,6590.802370,1.641699,12.842204,14.483903
59599,4381.957872,6698.668692,1.644017,12.885450,14.529467
