# TEST CONFIGURATION BEGIN
# HyperplaneGenerator(mag_change=0.0, n_drift_features=2, n_features=10, noise_percentage=0.05, random_state=None, sigma_percentage=0.1)
# [D+RESET] AdaptiveSemiRegressorJr(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# [RESET] AdaptiveSemiRegressorJULIA(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# [D-SEM] AdaptiveSemiRegressorJ(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# [SEM_RESET] AdaptiveSemiRegressorJS(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# [HTR] HoeffdingTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# [HTRA] HoeffdingAdaptiveTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_ALL_incremental1.out', pretrain_size=0, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_mse_[D+RESET],current_mse_[D+RESET],mean_mse_[RESET],current_mse_[RESET],mean_mse_[D-SEM],current_mse_[D-SEM],mean_mse_[SEM_RESET],current_mse_[SEM_RESET],mean_mse_[HTR],current_mse_[HTR],mean_mse_[HTRA],current_mse_[HTRA],training_time_[D+RESET],testing_time_[D+RESET],total_running_time_[D+RESET],training_time_[RESET],testing_time_[RESET],total_running_time_[RESET],training_time_[D-SEM],testing_time_[D-SEM],total_running_time_[D-SEM],training_time_[SEM_RESET],testing_time_[SEM_RESET],total_running_time_[SEM_RESET],training_time_[HTR],testing_time_[HTR],total_running_time_[HTR],training_time_[HTRA],testing_time_[HTRA],total_running_time_[HTRA]
216199,0.156683,0.158854,0.153394,0.167052,0.164232,0.159837,0.154238,0.141643,0.121732,0.133138,0.121730,0.133142,86.173339,53.696187,139.869526,7.667243,46.268689,53.935932,91.438325,45.221269,136.659594,5.036260,45.579353,50.615613,42.772583,8.501349,51.273932,190.305486,7.012314,197.317800
216399,0.156665,0.137805,0.153380,0.138158,0.164219,0.150140,0.154213,0.126436,0.121734,0.124563,0.121732,0.124560,86.264261,53.739616,140.003877,7.694820,46.308150,54.002970,91.527528,45.261633,136.789161,5.037736,45.621218,50.658954,42.814927,8.510000,51.324927,190.515975,7.019540,197.535515
216599,0.156670,0.162048,0.153403,0.177923,0.164210,0.154917,0.154204,0.145093,0.121717,0.103255,0.121715,0.103254,86.336159,53.781560,140.117718,7.696356,46.346001,54.042357,91.599755,45.298600,136.898356,5.039423,45.658941,50.698364,42.862315,8.518463,51.380778,190.738784,7.026687,197.765472
216799,0.156661,0.146554,0.153417,0.169314,0.164216,0.170642,0.154205,0.154610,0.121723,0.128614,0.121721,0.128610,86.404835,53.823488,140.228324,7.697929,46.384482,54.082412,91.669914,45.335322,137.005236,5.041159,45.695636,50.736795,42.919061,8.526555,51.445615,190.968087,7.033610,198.001697
216999,0.156660,0.155612,0.153433,0.170202,0.164222,0.170994,0.154208,0.157786,0.121719,0.116924,0.121717,0.116926,86.480951,53.866994,140.347944,7.699716,46.422608,54.122324,91.743400,45.372802,137.116201,5.043120,45.733516,50.776636,42.949155,8.535020,51.484175,191.183639,7.040839,198.224479
217199,0.156643,0.138205,0.153429,0.149537,0.164231,0.174196,0.154202,0.147664,0.121712,0.113835,0.121710,0.113831,86.553559,53.914737,140.468296,7.701625,46.462757,54.164382,91.815571,45.411613,137.227183,5.051887,45.771976,50.823863,42.979067,8.543370,51.522437,191.386937,7.047933,198.434870
217399,0.156641,0.154567,0.153437,0.162050,0.164213,0.144713,0.154191,0.142528,0.121705,0.114383,0.121703,0.114392,86.653040,53.960265,140.613305,7.729478,46.506984,54.236462,91.912521,45.453864,137.366384,5.053479,45.813875,50.867354,43.052935,8.552266,51.605202,191.630560,7.055282,198.685842
217599,0.156621,0.135181,0.153428,0.142851,0.164171,0.118292,0.154158,0.118050,0.121683,0.097901,0.121681,0.097921,86.725659,54.005420,140.731079,7.730956,46.547364,54.278319,91.986569,45.493741,137.480310,5.055127,45.853811,50.908938,43.151187,8.560514,51.711701,191.898320,7.062279,198.960599
217799,0.156607,0.140622,0.153407,0.131281,0.164174,0.167204,0.154127,0.120427,0.121678,0.115767,0.121676,0.115753,86.797510,54.047393,140.844902,7.732582,46.586335,54.318916,92.058717,45.531443,137.590160,5.056861,45.891692,50.948553,43.181560,8.568962,51.750522,192.107165,7.069466,199.176631
217999,0.156649,0.202744,0.153449,0.198555,0.164208,0.200934,0.154109,0.134047,0.121700,0.146316,0.121698,0.146307,86.874457,54.091293,140.965750,7.734447,46.628277,54.362724,92.136004,45.571755,137.707758,5.059014,45.933243,50.992257,43.212729,8.577678,51.790407,192.313363,7.076831,199.390194
218199,0.156682,0.192621,0.153473,0.179479,0.164240,0.199585,0.154114,0.160578,0.121706,0.127652,0.121704,0.127627,86.948596,54.135176,141.083772,7.736355,46.669467,54.405822,92.211771,45.612066,137.823837,5.069915,45.974573,51.044487,43.259956,8.586241,51.846197,192.528817,7.084010,199.612827
218399,0.156670,0.143474,0.153475,0.156524,0.164248,0.172406,0.154093,0.131186,0.121698,0.113062,0.121696,0.113067,87.039173,54.179307,141.218480,7.761556,46.709694,54.471249,92.302203,45.652150,137.954353,5.071379,46.015635,51.087014,43.289374,8.594903,51.884278,192.730709,7.091296,199.822005
218599,0.156655,0.140448,0.153485,0.164572,0.164262,0.179925,0.154079,0.137732,0.121679,0.101060,0.121677,0.101051,87.112736,54.221911,141.334647,7.763076,46.748811,54.511887,92.377301,45.689548,138.066849,5.073115,46.053229,51.126344,43.331396,8.603317,51.934714,192.953926,7.098450,200.052375
218799,0.156659,0.160964,0.153512,0.182382,0.164247,0.147763,0.154068,0.142750,0.121683,0.126430,0.121681,0.126413,87.188587,54.265166,141.453754,7.764810,46.788930,54.553740,92.453872,45.730218,138.184090,5.075257,46.095058,51.170315,43.371982,8.612107,51.984089,193.170886,7.105817,200.276703
218999,0.156658,0.155842,0.153501,0.141448,0.164239,0.155368,0.154062,0.147731,0.121681,0.118626,0.121678,0.118630,87.261328,54.308239,141.569566,7.766580,46.827092,54.593672,92.524860,45.767686,138.292547,5.077177,46.132647,51.209824,43.400715,8.620570,52.021286,193.367246,7.113009,200.480256
219199,0.156675,0.174546,0.153500,0.152861,0.164257,0.184070,0.154046,0.135746,0.121687,0.128798,0.121685,0.128844,87.335763,54.352098,141.687861,7.768545,46.866701,54.635246,92.599922,45.806954,138.406876,5.086039,46.172611,51.258650,43.457530,8.629337,52.086866,193.604151,7.120367,200.724518
219399,0.156641,0.119946,0.153470,0.120421,0.164246,0.152233,0.153999,0.103199,0.121667,0.099846,0.121665,0.099848,87.429148,54.397144,141.826292,7.793788,46.906089,54.699877,92.698097,45.845670,138.543767,5.087621,46.211507,51.299128,43.489204,8.638143,52.127346,193.823265,7.127844,200.951109
219599,0.156660,0.177662,0.153476,0.160346,0.164239,0.156525,0.153986,0.138909,0.121664,0.118222,0.121662,0.118210,87.505074,54.439766,141.944840,7.795353,46.946164,54.741517,92.771222,45.884256,138.655478,5.090435,46.250485,51.340920,43.519186,8.646793,52.165979,194.034972,7.135160,201.170131
219799,0.156640,0.134344,0.153447,0.120918,0.164212,0.135000,0.153957,0.122652,0.121661,0.118448,0.121659,0.118446,87.577886,54.482824,142.060710,7.797049,46.985291,54.782340,92.846095,45.922205,138.768300,5.092367,46.288921,51.381288,43.563402,8.655464,52.218866,194.261901,7.142558,201.404458
219999,0.156650,0.167777,0.153469,0.178459,0.164238,0.192203,0.153956,0.152356,0.121672,0.133645,0.121670,0.133639,87.651139,54.528262,142.179402,7.798868,47.025565,54.824433,92.923252,45.961708,138.884960,5.094317,46.328028,51.422344,43.593937,8.663890,52.257826,194.465598,7.149776,201.615374
220199,0.156636,0.141166,0.153464,0.147414,0.164216,0.140474,0.153953,0.151605,0.121664,0.112829,0.121662,0.112825,87.726490,54.571049,142.297539,7.800856,47.064588,54.865444,92.998927,45.999994,138.998922,5.105265,46.367078,51.472343,43.656097,8.672524,52.328621,194.716670,7.157092,201.873761
220399,0.156615,0.133279,0.153458,0.147150,0.164200,0.146671,0.153933,0.131417,0.121659,0.115935,0.121657,0.115925,87.820377,54.616366,142.436743,7.829047,47.107461,54.936509,93.091648,46.043616,139.135264,5.106702,46.409711,51.516413,43.685291,8.681322,52.366613,194.917712,7.164528,202.082240
220599,0.156605,0.145912,0.153453,0.147812,0.164200,0.164191,0.153933,0.153726,0.121647,0.108553,0.121645,0.108552,87.893896,54.659365,142.553261,7.830568,47.145930,54.976497,93.165059,46.081826,139.246885,5.108712,46.448965,51.557677,43.714932,8.689845,52.404777,195.122378,7.171772,202.294151
220799,0.156598,0.148386,0.153471,0.173496,0.164199,0.162631,0.153917,0.136980,0.121638,0.111681,0.121636,0.111686,87.966630,54.704184,142.670814,7.832185,47.186688,55.018873,93.240971,46.122330,139.363301,5.110563,46.489011,51.599574,43.763861,8.698438,52.462299,195.348058,7.179057,202.527115
220999,0.156619,0.180127,0.153488,0.172356,0.164203,0.169138,0.153913,0.149200,0.121638,0.121582,0.121636,0.121588,88.050177,54.756981,142.807159,7.834128,47.236060,55.070188,93.329059,46.170716,139.499775,5.112698,46.534751,51.647448,43.817200,8.707574,52.524774,195.570036,7.186585,202.756621
221199,0.156614,0.151252,0.153493,0.158763,0.164211,0.172582,0.153904,0.143915,0.121626,0.108467,0.121624,0.108483,88.122712,54.800722,142.923435,7.836043,47.274649,55.110692,93.400736,46.208358,139.609095,5.121463,46.572540,51.694002,43.847092,8.716094,52.563186,195.771018,7.193765,202.964783
221399,0.156621,0.164687,0.153498,0.159313,0.164193,0.144884,0.153891,0.139747,0.121607,0.100475,0.121605,0.100464,88.214152,54.843368,143.057520,7.867229,47.314150,55.181378,93.493363,46.246072,139.739435,5.122911,46.610521,51.733432,43.915563,8.724517,52.640079,196.013793,7.200882,203.214675
221599,0.156601,0.134378,0.153472,0.123979,0.164181,0.150405,0.153853,0.111136,0.121583,0.095530,0.121581,0.095535,88.285213,54.885236,143.170449,7.868732,47.352870,55.221601,93.566657,46.283877,139.850534,5.124662,46.648307,51.772969,43.945472,8.732966,52.678438,196.232606,7.208095,203.440701
221799,0.156599,0.154473,0.153478,0.160260,0.164191,0.175665,0.153835,0.134154,0.121578,0.115820,0.121576,0.115824,88.377799,54.942452,143.320252,7.870714,47.402428,55.273143,93.662519,46.332501,139.995021,5.127240,46.696781,51.824020,43.981472,8.742872,52.724345,196.456392,7.216230,203.672622
221999,0.156607,0.165373,0.153507,0.185705,0.164192,0.165447,0.153833,0.151308,0.121576,0.119420,0.121574,0.119435,88.472694,55.005316,143.478009,7.872984,47.450886,55.323869,93.755862,46.384426,140.140288,5.129764,46.753590,51.883353,44.052337,8.752751,52.805088,196.718041,7.224077,203.942118
222199,0.156603,0.151525,0.153502,0.148157,0.164179,0.148894,0.153813,0.132109,0.121573,0.117920,0.121571,0.117911,88.569698,55.076675,143.646374,7.875267,47.510082,55.385349,93.848641,46.450972,140.299612,5.139890,46.820924,51.960813,44.084874,8.762953,52.847827,196.915655,7.232106,204.147761
222399,0.156607,0.161930,0.153531,0.185160,0.164200,0.187828,0.153810,0.149951,0.121571,0.119389,0.121569,0.119380,88.734620,55.136150,143.870771,7.901537,47.560374,55.461911,93.960607,46.502845,140.463451,5.141475,46.873063,52.014539,44.116037,8.772764,52.888802,197.120819,7.239877,204.360696
222599,0.156616,0.166086,0.153538,0.162162,0.164240,0.209210,0.153797,0.140105,0.121577,0.128481,0.121575,0.128474,88.936774,55.287431,144.224205,7.903611,47.645187,55.548798,94.114984,46.614899,140.729883,5.143868,46.997590,52.141458,44.168596,8.784781,52.953377,197.344294,7.249056,204.593350
222799,0.156606,0.145382,0.153541,0.156217,0.164245,0.169177,0.153774,0.127910,0.121573,0.117100,0.121571,0.117099,89.057167,55.407655,144.464823,7.905612,47.761076,55.666688,94.233535,46.687384,140.920919,5.146611,47.073016,52.219627,44.226075,8.796569,53.022643,197.570098,7.257804,204.827902
222999,0.156591,0.140259,0.153546,0.159638,0.164238,0.156425,0.153764,0.142170,0.121582,0.131745,0.121580,0.131728,89.174838,55.495969,144.670807,7.908159,47.835969,55.744128,94.381787,46.745507,141.127294,5.149271,47.141089,52.290360,44.262828,8.807342,53.070170,197.801228,7.266352,205.067580
223199,0.156570,0.133071,0.153512,0.115493,0.164231,0.157030,0.153757,0.146338,0.121556,0.092697,0.121554,0.092706,89.258803,55.541011,144.799815,7.910213,47.877965,55.788178,94.467565,46.787409,141.254974,5.161887,47.185580,52.347467,44.317732,8.816688,53.134420,198.037256,7.273946,205.311202
223399,0.156558,0.143535,0.153511,0.152322,0.164233,0.165773,0.153748,0.143949,0.121533,0.095287,0.121531,0.095295,89.352232,55.607755,144.959987,7.939677,47.933820,55.873497,94.579719,46.841818,141.421537,5.163468,47.239888,52.403356,44.349110,8.826266,53.175376,198.245507,7.281765,205.527272
223599,0.156552,0.149137,0.153512,0.154082,0.164231,0.161831,0.153746,0.151059,0.121529,0.117481,0.121527,0.117484,89.460772,55.659034,145.119806,7.941658,47.984743,55.926401,94.673638,46.894530,141.568168,5.165624,47.296493,52.462117,44.384876,8.837185,53.222061,198.477851,7.290502,205.768353
223799,0.156519,0.120002,0.153512,0.153516,0.164210,0.141469,0.153738,0.144749,0.121516,0.106505,0.121514,0.106514,89.542659,55.711245,145.253903,7.943428,48.031236,55.974664,94.758022,46.941770,141.699792,5.167771,47.345852,52.513623,44.427067,8.845958,53.273025,198.692829,7.297791,205.990619
223999,0.156515,0.151329,0.153517,0.159618,0.164211,0.165165,0.153719,0.132899,0.121495,0.098440,0.121493,0.098437,89.623073,55.763257,145.386331,7.945366,48.080750,56.026116,94.840124,46.988802,141.828926,5.169855,47.393976,52.563832,44.457164,8.854943,53.312107,198.894974,7.305280,206.200254
224199,0.156512,0.153309,0.153521,0.157846,0.164216,0.170051,0.153732,0.167551,0.121495,0.121833,0.121493,0.121828,89.717387,55.825273,145.542660,7.947436,48.141190,56.088626,94.933600,47.045236,141.978837,5.182476,47.455255,52.637731,44.487251,8.864732,53.351983,199.097743,7.313053,206.410796
224399,0.156502,0.145180,0.153525,0.158698,0.164206,0.152624,0.153737,0.160133,0.121488,0.113504,0.121486,0.113495,89.792530,55.871396,145.663926,8.059459,48.183440,56.242899,95.033756,47.086744,142.120500,5.183968,47.496576,52.680544,44.568131,8.873173,53.441304,199.355267,7.320221,206.675489
224599,0.156489,0.142240,0.153520,0.147890,0.164215,0.174503,0.153718,0.132153,0.121478,0.110264,0.121476,0.110251,89.898799,55.941409,145.840208,8.061084,48.236114,56.297197,95.128033,47.141296,142.269328,5.185721,47.552132,52.737853,44.621621,8.882439,53.504060,199.587275,7.327784,206.915059
224799,0.156472,0.137719,0.153504,0.134836,0.164211,0.159244,0.153689,0.120465,0.121450,0.089749,0.121448,0.089741,89.980553,55.993653,145.974205,8.062707,48.288553,56.351261,95.207716,47.188170,142.395886,5.187475,47.600855,52.788329,44.663433,8.890964,53.554397,199.798308,7.334937,207.133246
224999,0.156469,0.152905,0.153484,0.131580,0.164204,0.157175,0.153688,0.153356,0.121448,0.118662,0.121446,0.118683,90.091527,56.066580,146.158107,8.064873,48.353815,56.418688,95.304467,47.253711,142.558178,5.189563,47.664925,52.854487,44.727094,8.900770,53.627864,200.020556,7.342713,207.363269
225199,0.156468,0.155636,0.153486,0.155795,0.164216,0.177093,0.153667,0.130097,0.121455,0.129719,0.121453,0.129691,90.221907,56.121931,146.343838,8.066899,48.403438,56.470337,95.397179,47.311060,142.708239,5.201120,47.715007,52.916127,44.812933,8.909622,53.722555,200.269460,7.349961,207.619421
225399,0.156436,0.120424,0.153463,0.127081,0.164200,0.146238,0.153625,0.106309,0.121442,0.106841,0.121440,0.106842,90.307432,56.177131,146.484563,8.085446,48.457463,56.542909,95.509913,47.358529,142.868441,5.202651,47.761434,52.964086,44.843294,8.918416,53.761710,200.486066,7.357348,207.843413
225599,0.156414,0.130955,0.153452,0.141039,0.164171,0.131242,0.153596,0.120910,0.121431,0.108899,0.121429,0.108900,90.401788,56.226689,146.628477,8.086963,48.504995,56.591958,95.587948,47.403729,142.991677,5.204421,47.804955,53.009376,44.901386,8.927235,53.828620,200.715111,7.364641,208.079752
225799,0.156379,0.116931,0.153432,0.130579,0.164129,0.116805,0.153563,0.116348,0.121400,0.086263,0.121398,0.086254,90.479523,56.269952,146.749476,8.088644,48.544590,56.633233,95.662810,47.442890,143.105699,5.206217,47.844771,53.050988,44.951429,8.936059,53.887487,200.950897,7.372094,208.322991
225999,0.156377,0.154002,0.153416,0.135740,0.164136,0.172648,0.153539,0.125997,0.121378,0.096525,0.121376,0.096520,90.554488,56.314334,146.868822,8.090465,48.587067,56.677531,95.740826,47.483578,143.224404,5.208162,47.884265,53.092427,45.002667,8.944648,53.947314,201.174580,7.379402,208.553982
226199,0.156397,0.179047,0.153415,0.152037,0.164183,0.216544,0.153544,0.159765,0.121382,0.126481,0.121380,0.126502,90.628220,56.357964,146.986184,8.092387,48.626984,56.719371,95.815743,47.522058,143.337801,5.222961,47.922970,53.145931,45.044976,8.953268,53.998245,201.405441,7.386764,208.792205
226399,0.156363,0.118018,0.153389,0.123858,0.164151,0.128528,0.153504,0.107764,0.121355,0.090899,0.121353,0.090914,90.704855,56.400724,147.105579,8.111610,48.666321,56.777931,95.921116,47.561219,143.482335,5.224552,47.962731,53.187283,45.076111,8.962370,54.038480,201.625410,7.394483,209.019892
226599,0.156360,0.152885,0.153387,0.151996,0.164173,0.188652,0.153502,0.150934,0.121348,0.113226,0.121346,0.113220,90.794463,56.458238,147.252701,8.113151,48.705269,56.818420,95.995611,47.599629,143.595239,5.226284,48.001509,53.227794,45.139837,8.971180,54.111017,201.866560,7.401959,209.268519
226799,0.156369,0.167247,0.153392,0.158550,0.164189,0.182183,0.153534,0.190062,0.121354,0.128562,0.121352,0.128623,90.866622,56.502228,147.368850,8.114764,48.746171,56.860935,96.068760,47.639920,143.708680,5.228013,48.041264,53.269276,45.168609,8.979620,54.148229,202.075761,7.409073,209.484834
226999,0.156366,0.152799,0.153400,0.162065,0.164194,0.170452,0.153531,0.149730,0.121360,0.128118,0.121358,0.128130,90.944387,56.546864,147.491251,8.116632,48.786020,56.902652,96.146017,47.679721,143.825737,5.230233,48.081709,53.311942,45.210676,8.988635,54.199311,202.289999,7.416665,209.706664
227199,0.156375,0.165896,0.153401,0.154623,0.164200,0.171254,0.153517,0.138419,0.121359,0.120281,0.121358,0.120275,91.018331,56.591412,147.609743,8.118578,48.826189,56.944767,96.223583,47.718439,143.942022,5.243477,48.120656,53.364133,45.252165,8.997289,54.249453,202.507283,7.423959,209.931242
227399,0.156380,0.162211,0.153397,0.149026,0.164193,0.156296,0.153520,0.156182,0.121368,0.131122,0.121366,0.131107,91.092504,56.634416,147.726920,8.137895,48.865220,57.003115,96.319710,47.757343,144.077052,5.244937,48.160302,53.405239,45.317032,9.005956,54.322988,202.749204,7.431285,210.180489
227599,0.156392,0.170287,0.153410,0.168026,0.164197,0.168104,0.153516,0.149804,0.121359,0.111650,0.121358,0.111646,91.179962,56.676597,147.856558,8.139409,48.903446,57.042855,96.391637,47.795356,144.186993,5.246721,48.198665,53.445386,45.347270,9.014567,54.361837,202.961743,7.438593,210.400336
227799,0.156375,0.136934,0.153398,0.139735,0.164182,0.146971,0.153501,0.136249,0.121344,0.103575,0.121342,0.103567,91.251899,56.717529,147.969428,8.141095,48.941217,57.082312,96.464519,47.832847,144.297366,5.248747,48.236384,53.485132,45.377263,9.022910,54.400173,203.176557,7.445702,210.622258
227999,0.156356,0.134958,0.153384,0.137575,0.164198,0.182497,0.153496,0.147242,0.121334,0.110393,0.121332,0.110392,91.321575,56.757891,148.079466,8.142766,48.977806,57.120572,96.535177,47.868415,144.403592,5.250681,48.271780,53.522461,45.417701,9.030993,54.448694,203.400914,7.452685,210.853599
228199,0.156370,0.172672,0.153403,0.175605,0.164229,0.199805,0.153499,0.157691,0.121342,0.129880,0.121340,0.129875,91.400316,56.803724,148.204041,8.144863,49.018177,57.163039,96.611060,47.908560,144.519620,5.265694,48.312441,53.578135,45.473544,9.039768,54.513312,203.627578,7.460016,211.087594
228399,0.156356,0.140274,0.153405,0.155296,0.164229,0.163957,0.153518,0.174558,0.121338,0.116970,0.121336,0.116977,91.480752,56.859459,148.340211,8.173158,49.064972,57.238130,96.718009,47.953149,144.671158,5.267266,48.357315,53.624582,45.504689,9.048889,54.553578,203.832999,7.467571,211.300570
228599,0.156335,0.131693,0.153391,0.136995,0.164221,0.155532,0.153505,0.138931,0.121329,0.111685,0.121328,0.111688,91.567589,56.904467,148.472056,8.174565,49.106606,57.281171,96.790661,47.994521,144.785182,5.268802,48.402375,53.671177,45.550909,9.056962,54.607871,204.045209,7.474441,211.519650
228799,0.156321,0.140395,0.153386,0.148549,0.164221,0.164275,0.153508,0.157054,0.121312,0.101193,0.121310,0.101195,91.647179,56.950146,148.597325,8.176309,49.149039,57.325348,96.871517,48.038356,144.909873,5.270650,48.445747,53.716397,45.594292,9.065809,54.660100,204.263245,7.481786,211.745031
228999,0.156350,0.189429,0.153410,0.180449,0.164250,0.197035,0.153547,0.198465,0.121328,0.139805,0.121326,0.139798,91.728672,56.994835,148.723507,8.178262,49.192365,57.370627,96.951181,48.082009,145.033190,5.272825,48.491021,53.763847,45.636631,9.074751,54.711382,204.481981,7.489193,211.971174
229199,0.156347,0.153461,0.153415,0.158494,0.164262,0.178299,0.153550,0.156301,0.121325,0.118120,0.121323,0.118135,91.803425,57.038229,148.841653,8.180199,49.233385,57.413584,97.029248,48.121645,145.150893,5.287810,48.530790,53.818600,45.689154,9.082628,54.771782,204.693517,7.495849,212.189366
229399,0.156320,0.124892,0.153383,0.117691,0.164220,0.116251,0.153539,0.141298,0.121312,0.105744,0.121310,0.105745,91.879337,57.088770,148.968108,8.208018,49.276043,57.484061,97.169409,48.164435,145.333844,5.289277,48.574940,53.864217,45.719243,9.091425,54.810667,204.897386,7.503267,212.400652
229599,0.156314,0.149728,0.153381,0.151162,0.164205,0.146312,0.153526,0.138324,0.121311,0.120838,0.121309,0.120832,91.976452,57.135007,149.111459,8.209613,49.318612,57.528226,97.247611,48.208375,145.455986,5.291187,48.616946,53.908134,45.762505,9.100430,54.862935,205.120395,7.510776,212.631171
229799,0.156334,0.179171,0.153423,0.200794,0.164193,0.151107,0.153545,0.175713,0.121318,0.128625,0.121316,0.128633,92.047591,57.179597,149.227188,8.211200,49.357268,57.568468,97.318998,48.246532,145.565530,5.293088,48.655182,53.948270,45.805920,9.108590,54.914510,205.337711,7.517727,212.855438
229999,0.156335,0.157945,0.153441,0.174405,0.164178,0.146973,0.153546,0.154511,0.121318,0.121398,0.121316,0.121388,92.119996,57.223672,149.343669,8.212930,49.396601,57.609531,97.392022,48.286022,145.678044,5.295207,48.694411,53.989618,45.836482,9.116925,54.953407,205.547073,7.524878,213.071951
230199,0.156330,0.149758,0.153450,0.163773,0.164168,0.151896,0.153553,0.161740,0.121323,0.127926,0.121321,0.127879,92.197134,57.267521,149.464655,8.214905,49.437714,57.652619,97.467498,48.327042,145.794540,5.311339,48.736108,54.047447,45.866435,9.125644,54.992079,205.752325,7.532199,213.284524
