# TEST CONFIGURATION BEGIN
# HyperplaneGenerator(mag_change=0.0, n_drift_features=2, n_features=10, noise_percentage=0.05, random_state=None, sigma_percentage=0.1)
# [D+RESET] AdaptiveSemiRegressorJr(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# [RESET] AdaptiveSemiRegressorJULIA(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# [D-SEM] AdaptiveSemiRegressorJ(detect_drift=True, learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None, unic='N')
# [SEM_RESET] AdaptiveSemiRegressorJS(learning_rate=0.3, max_buffer=None, max_depth=6, max_window_size=1000, min_window_size=1, pre_train=None, ratio_unsampled=None, small_window_size=None)
# [HTR] HoeffdingTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# [HTRA] HoeffdingAdaptiveTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_ALL_incremental1.out', pretrain_size=0, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_mse_[D+RESET],current_mse_[D+RESET],mean_mse_[RESET],current_mse_[RESET],mean_mse_[D-SEM],current_mse_[D-SEM],mean_mse_[SEM_RESET],current_mse_[SEM_RESET],mean_mse_[HTR],current_mse_[HTR],mean_mse_[HTRA],current_mse_[HTRA],training_time_[D+RESET],testing_time_[D+RESET],total_running_time_[D+RESET],training_time_[RESET],testing_time_[RESET],total_running_time_[RESET],training_time_[D-SEM],testing_time_[D-SEM],total_running_time_[D-SEM],training_time_[SEM_RESET],testing_time_[SEM_RESET],total_running_time_[SEM_RESET],training_time_[HTR],testing_time_[HTR],total_running_time_[HTR],training_time_[HTRA],testing_time_[HTRA],total_running_time_[HTRA]
199799,0.157346,0.161390,0.153608,0.157608,0.165084,0.137197,0.154248,0.153122,0.122303,0.122858,0.122301,0.122857,79.649313,49.806616,129.455929,7.079833,42.834484,49.914317,84.030596,41.892156,125.922752,4.641681,42.222830,46.864511,39.178340,7.795804,46.974144,172.578404,6.419644,178.998048
199999,0.157384,0.196078,0.153611,0.156144,0.165079,0.159831,0.154259,0.165827,0.122306,0.125078,0.122304,0.125093,79.727013,49.851481,129.578494,7.081763,42.877203,49.958966,84.112972,41.937845,126.050817,4.643798,42.264269,46.908067,39.210329,7.804864,47.015193,172.786417,6.427220,179.213637
200199,0.157367,0.139714,0.153597,0.140229,0.165034,0.119604,0.154239,0.134026,0.122300,0.115860,0.122298,0.115858,79.803978,49.898746,129.702724,7.083595,42.921043,50.004638,84.198769,41.980690,126.179459,4.652921,42.308909,46.961830,39.238067,7.812982,47.051050,172.966396,6.433891,179.400287
200399,0.157352,0.142701,0.153590,0.146640,0.164999,0.130169,0.154225,0.139906,0.122275,0.097528,0.122273,0.097524,79.890912,49.941708,129.832620,7.106179,42.959554,50.065734,84.268424,42.018872,126.287296,4.654393,42.348104,47.002497,39.267701,7.821344,47.089045,173.155147,6.440898,179.596045
200599,0.157330,0.135236,0.153602,0.165314,0.164959,0.125154,0.154208,0.137111,0.122269,0.116095,0.122267,0.116089,79.962344,49.982776,129.945121,7.107714,42.997313,50.105026,84.341839,42.056096,126.397935,4.656136,42.385618,47.041754,39.308600,7.829403,47.138003,173.363545,6.447704,179.811249
200799,0.157333,0.160286,0.153594,0.145216,0.164940,0.145958,0.154180,0.126090,0.122256,0.109230,0.122254,0.109226,80.044998,50.035293,130.080291,7.109553,43.041567,50.151120,84.424673,42.100075,126.524748,4.658083,42.436820,47.094903,39.360261,7.839040,47.199300,173.592464,6.455587,180.048052
200999,0.157327,0.151322,0.153613,0.173104,0.164902,0.126024,0.154179,0.153175,0.122242,0.108099,0.122240,0.108097,80.117998,50.078842,130.196840,7.111303,43.080530,50.191834,84.500424,42.138507,126.638931,4.659913,42.475359,47.135272,39.418616,7.847240,47.265856,173.821154,6.462549,180.283703
201199,0.157332,0.162691,0.153640,0.180644,0.164881,0.144255,0.154174,0.149622,0.122234,0.114790,0.122232,0.114758,80.191380,50.125986,130.317365,7.113174,43.122533,50.235707,84.583341,42.184749,126.768090,4.672325,42.516516,47.188841,39.468829,7.855681,47.324510,174.027523,6.469595,180.497117
201399,0.157337,0.162098,0.153628,0.141133,0.164861,0.144750,0.154159,0.138639,0.122208,0.096029,0.122206,0.096048,80.276857,50.167134,130.443991,7.136599,43.159613,50.296211,84.652977,42.221113,126.874090,4.673801,42.553726,47.227527,39.521227,7.863977,47.385204,174.261451,6.476607,180.738058
201599,0.157336,0.156598,0.153632,0.157696,0.164852,0.155513,0.154195,0.190429,0.122210,0.123510,0.122207,0.123507,80.351689,50.213393,130.565082,7.138135,43.200638,50.338774,84.728875,42.261054,126.989929,4.675436,42.595177,47.270613,39.550644,7.872588,47.423232,174.456262,6.483799,180.940061
201799,0.157332,0.152834,0.153632,0.153697,0.164826,0.139080,0.154189,0.148185,0.122212,0.124901,0.122210,0.124923,80.426394,50.257803,130.684197,7.139827,43.241722,50.381549,84.804523,42.303742,127.108266,4.677272,42.635255,47.312528,39.593548,7.880778,47.474326,174.659185,6.490715,181.149900
201999,0.157324,0.149011,0.153607,0.128938,0.164781,0.119485,0.154176,0.141378,0.122205,0.115044,0.122203,0.115046,80.497951,50.302347,130.800298,7.141644,43.283471,50.425116,84.880487,42.344421,127.224908,4.679418,42.674690,47.354109,39.622855,7.888875,47.511730,174.857339,6.497574,181.354913
202199,0.157320,0.153212,0.153590,0.135802,0.164752,0.135399,0.154194,0.171796,0.122198,0.114737,0.122196,0.114728,80.570382,50.346612,130.916994,7.143559,43.325286,50.468845,84.963767,42.384249,127.348015,4.693917,42.713481,47.407398,39.651633,7.897019,47.548652,175.054599,6.504484,181.559083
202399,0.157332,0.169383,0.153610,0.174712,0.164747,0.159211,0.154226,0.187149,0.122203,0.127820,0.122201,0.127828,80.659551,50.393113,131.052665,7.167251,43.365787,50.533038,85.036650,42.424504,127.461154,4.695394,42.755896,47.451290,39.680987,7.905712,47.586699,175.241860,6.511692,181.753551
202599,0.157331,0.156495,0.153620,0.163207,0.164701,0.118044,0.154213,0.140922,0.122184,0.102974,0.122182,0.102963,80.729702,50.433099,131.162801,7.168745,43.403341,50.572086,85.107188,42.461507,127.568694,4.697016,42.792329,47.489344,39.710397,7.913932,47.624329,175.444401,6.518718,181.963119
202799,0.157319,0.145504,0.153617,0.150375,0.164664,0.127643,0.154183,0.123193,0.122171,0.108756,0.122169,0.108763,80.804326,50.477413,131.281739,7.170419,43.444728,50.615147,85.182454,42.501224,127.683678,4.699038,42.832503,47.531541,39.740050,7.922189,47.662239,175.625600,6.525647,182.151247
202999,0.157322,0.160731,0.153615,0.152307,0.164639,0.139621,0.154184,0.156128,0.122167,0.118280,0.122165,0.118273,80.882786,50.523184,131.405970,7.172366,43.487852,50.660218,85.258162,42.542922,127.801084,4.701160,42.874289,47.575449,39.783810,7.931143,47.714953,175.845714,6.533031,182.378745
203199,0.157284,0.118466,0.153607,0.144832,0.164607,0.131162,0.154178,0.147833,0.122156,0.111235,0.122154,0.111240,80.964031,50.575475,131.539505,7.174384,43.533604,50.707989,85.352864,42.588715,127.941579,4.715024,42.918672,47.633696,39.815110,7.939987,47.755097,176.038031,6.540271,182.578301
203399,0.157316,0.190114,0.153640,0.186997,0.164590,0.147644,0.154190,0.166263,0.122170,0.135640,0.122168,0.135608,81.051084,50.618321,131.669405,7.203045,43.574080,50.777125,85.424664,42.629237,128.053902,4.716445,42.959088,47.675533,39.844671,7.947894,47.792565,176.221380,6.546911,182.768291
203599,0.157334,0.174752,0.153661,0.175325,0.164614,0.189384,0.154184,0.147574,0.122161,0.113466,0.122159,0.113471,81.123812,50.660602,131.784414,7.204577,43.613285,50.817861,85.595771,42.667423,128.263194,4.718041,42.998734,47.716775,39.873991,7.956061,47.830052,176.411847,6.553833,182.965680
203799,0.157338,0.161825,0.153658,0.150655,0.164600,0.150282,0.154165,0.135688,0.122143,0.103575,0.122141,0.103553,81.201118,50.710557,131.911676,7.206312,43.656007,50.862319,85.695813,42.710247,128.406060,4.719936,43.042059,47.761995,39.916251,7.964902,47.881153,176.615956,6.561138,183.177094
203999,0.157380,0.200685,0.153678,0.174114,0.164636,0.201621,0.154201,0.190583,0.122167,0.146743,0.122165,0.146743,81.283362,50.758511,132.041873,7.208222,43.699248,50.907470,85.779442,42.751541,128.530982,4.722226,43.083897,47.806122,39.960366,7.973773,47.934139,176.838540,6.568568,183.407108
204199,0.157373,0.149705,0.153676,0.151497,0.164644,0.172057,0.154182,0.134610,0.122150,0.104421,0.122148,0.104417,81.356331,50.803237,132.159568,7.210200,43.738310,50.948511,85.852450,42.789207,128.641658,4.739476,43.121656,47.861132,40.002857,7.982264,47.985120,177.059867,6.575787,183.635654
204399,0.157370,0.154569,0.153690,0.167846,0.164652,0.172923,0.154173,0.144661,0.122147,0.119361,0.122145,0.119354,81.512904,50.905632,132.418536,7.238376,43.809635,51.048011,85.987975,42.853044,128.841019,4.741343,43.188276,47.929619,40.062037,7.993241,48.055278,177.305026,6.584551,183.889577
204599,0.157374,0.160975,0.153687,0.151079,0.164668,0.180807,0.154177,0.158714,0.122131,0.105378,0.122128,0.105388,81.595088,50.956212,132.551300,7.240051,43.854222,51.094274,86.069892,42.898378,128.968270,4.743372,43.235049,47.978420,40.115366,8.002636,48.118002,177.538913,6.592349,184.131262
204799,0.157361,0.144279,0.153710,0.176646,0.164696,0.193596,0.154170,0.147099,0.122120,0.110982,0.122118,0.110944,81.672007,51.000612,132.672619,7.241835,43.893769,51.135604,86.148695,42.937512,129.086206,4.745392,43.275266,48.020658,40.159888,8.011716,48.171604,177.776875,6.600011,184.376886
204999,0.157345,0.140827,0.153699,0.143244,0.164725,0.194840,0.154148,0.130997,0.122119,0.121560,0.122117,0.121558,81.743887,51.043939,132.787826,7.243599,43.934048,51.177647,86.401415,42.976697,129.378112,4.747392,43.314755,48.062147,40.212441,8.020038,48.232479,177.997618,6.607057,184.604675
205199,0.157338,0.150123,0.153698,0.152233,0.164728,0.167558,0.154128,0.134280,0.122119,0.121973,0.122117,0.121967,81.815818,51.086035,132.901853,7.245594,43.973447,51.219042,86.473052,43.016645,129.489697,4.762118,43.354950,48.117069,40.265887,8.027889,48.293776,178.204084,6.613694,184.817777
205399,0.157339,0.158929,0.153691,0.146626,0.164711,0.147521,0.154120,0.146110,0.122103,0.105668,0.122101,0.105664,81.908142,51.133832,133.041974,7.271339,44.014022,51.285362,86.551738,43.055429,129.607166,4.763576,43.394525,48.158101,40.307134,8.035874,48.343008,178.415402,6.620517,185.035918
205599,0.157332,0.150118,0.153685,0.147689,0.164715,0.168831,0.154105,0.137983,0.122081,0.099877,0.122079,0.099867,81.982829,51.180384,133.163213,7.272920,44.055183,51.328103,86.627865,43.095999,129.723864,4.765299,43.434631,48.199930,40.362153,8.044679,48.406832,178.646333,6.627868,185.274201
205799,0.157321,0.145317,0.153651,0.118017,0.164685,0.133881,0.154083,0.132226,0.122053,0.093391,0.122051,0.093387,82.054153,51.222358,133.276511,7.274555,44.094381,51.368936,86.699903,43.134026,129.833929,4.767046,43.472667,48.239713,40.391899,8.053051,48.444950,178.855457,6.635001,185.490457
205999,0.157346,0.183817,0.153662,0.165907,0.164698,0.177392,0.154099,0.170464,0.122053,0.121781,0.122051,0.121761,82.134336,51.267746,133.402083,7.276504,44.136486,51.412990,86.780015,43.175816,129.955831,4.769286,43.516477,48.285762,40.437117,8.062236,48.499353,179.079677,6.642681,185.722358
206199,0.157336,0.147020,0.153635,0.125528,0.164680,0.146015,0.154052,0.105339,0.122038,0.106187,0.122036,0.106187,82.205981,51.310789,133.516770,7.278349,44.177651,51.456000,86.855334,43.215584,130.070918,4.783686,43.556516,48.340202,40.466698,8.070446,48.537143,179.273157,6.649613,185.922770
206399,0.157315,0.135536,0.153593,0.110245,0.164685,0.170075,0.154017,0.117894,0.122009,0.092159,0.122007,0.092168,82.356694,51.355745,133.712439,7.305847,44.218934,51.524781,86.947350,43.256325,130.203675,4.785289,43.599146,48.384435,40.497975,8.079417,48.577393,179.480187,6.657155,186.137342
206599,0.157293,0.134882,0.153572,0.131399,0.164656,0.134584,0.154011,0.147548,0.121989,0.101861,0.121987,0.101870,82.427584,51.396952,133.824536,7.307336,44.257247,51.564584,87.018541,43.294899,130.313440,4.787023,43.637614,48.424636,40.527583,8.087832,48.615414,179.687149,6.664281,186.351430
206799,0.157270,0.133494,0.153609,0.192615,0.164644,0.152788,0.154001,0.144094,0.121989,0.121718,0.121987,0.121715,82.503200,51.442205,133.945405,7.309178,44.297594,51.606772,87.095927,43.334127,130.430054,4.788988,43.677666,48.466654,40.570362,8.096149,48.666511,179.896817,6.671324,186.568141
206999,0.157267,0.154143,0.153618,0.162179,0.164610,0.129452,0.153963,0.114306,0.121982,0.115156,0.121980,0.115152,82.581816,51.487193,134.069009,7.311060,44.339752,51.650812,87.174538,43.374487,130.549025,4.791062,43.718112,48.509175,40.660996,8.104848,48.765844,180.152724,6.678607,186.831331
207199,0.157234,0.122679,0.153596,0.131159,0.164590,0.144020,0.153964,0.155018,0.121962,0.100354,0.121959,0.100352,82.650617,51.530181,134.180799,7.312841,44.379036,51.691877,87.244926,43.413063,130.657989,4.805255,43.755862,48.561117,40.688557,8.112733,48.801290,180.346957,6.685326,187.032283
207399,0.157233,0.156486,0.153620,0.178984,0.164590,0.164300,0.153991,0.182128,0.121969,0.129357,0.121967,0.129361,82.740651,51.577984,134.318635,7.344325,44.420085,51.764409,87.332457,43.453319,130.785776,4.806908,43.799952,48.606861,40.751192,8.121747,48.872939,180.590289,6.692913,187.283203
207599,0.157219,0.141880,0.153605,0.137891,0.164562,0.135291,0.153968,0.130186,0.121954,0.107087,0.121952,0.107088,82.813107,51.620233,134.433341,7.345872,44.459242,51.805115,87.406164,43.492247,130.898411,4.808611,43.838972,48.647583,40.794604,8.130567,48.925170,180.823179,6.700389,187.523567
207799,0.157210,0.148719,0.153611,0.159038,0.164531,0.132651,0.153969,0.154904,0.121937,0.103881,0.121935,0.103900,82.893988,51.667286,134.561274,7.347664,44.504700,51.852363,87.489518,43.536637,131.026155,4.810545,43.885163,48.695708,40.827015,8.139835,48.966850,181.027383,6.707978,187.735361
207999,0.157205,0.151784,0.153602,0.144869,0.164534,0.167522,0.153964,0.149239,0.121930,0.114228,0.121927,0.114226,82.974947,51.713922,134.688869,7.349629,44.546126,51.895754,87.578136,43.578033,131.156169,4.812684,43.926535,48.739218,40.860150,8.148979,49.009129,181.241607,6.715667,187.957274
208199,0.157193,0.144917,0.153621,0.173428,0.164540,0.170407,0.153984,0.174314,0.121927,0.118930,0.121925,0.118929,83.053845,51.759648,134.813493,7.351691,44.586878,51.938568,87.657282,43.618566,131.275848,4.828809,43.968697,48.797506,40.892395,8.158081,49.050476,181.454681,6.723285,188.177966
208399,0.157168,0.130616,0.153606,0.137551,0.164543,0.167912,0.153983,0.153190,0.121911,0.105430,0.121909,0.105423,83.141427,51.803992,134.945419,7.460773,44.626917,52.087690,87.741881,43.658839,131.400720,4.830340,44.010118,48.840458,40.978691,8.166907,49.145598,181.732275,6.730746,188.463021
208599,0.157132,0.119763,0.153595,0.142042,0.164534,0.154937,0.153993,0.164529,0.121909,0.120021,0.121907,0.119997,83.214506,51.847812,135.062318,7.462310,44.667469,52.129779,87.818136,43.698571,131.516707,4.832111,44.049046,48.881157,41.074675,8.175608,49.250283,182.001234,6.738113,188.739347
208799,0.157103,0.127052,0.153593,0.152060,0.164538,0.169457,0.153993,0.154178,0.121917,0.130061,0.121915,0.130050,83.291757,51.897724,135.189481,7.464028,44.714230,52.178258,87.897646,43.742752,131.640397,4.834076,44.093619,48.927695,41.127187,8.184700,49.311887,182.232964,6.745690,188.978654
208999,0.157079,0.131809,0.153563,0.122352,0.164545,0.171699,0.154023,0.184946,0.121911,0.115466,0.121909,0.115408,83.367258,51.940334,135.307593,7.465992,44.753307,52.219299,87.974717,43.781281,131.755998,4.836163,44.131817,48.967980,41.158729,8.193103,49.351832,182.445293,6.752832,189.198125
209199,0.157091,0.169858,0.153598,0.189890,0.164580,0.201297,0.154060,0.193137,0.121919,0.130956,0.121917,0.130957,83.447287,51.988561,135.435848,7.467962,44.797491,52.265454,88.051801,43.824195,131.875996,4.854591,44.175295,49.029886,41.189210,8.201986,49.391196,182.653453,6.760237,189.413691
209399,0.157081,0.146562,0.153603,0.158644,0.164573,0.157121,0.154062,0.155834,0.121912,0.113952,0.121910,0.113957,83.541483,52.037525,135.579008,7.484783,44.841685,52.326468,88.139585,43.866438,132.006023,4.856113,44.217781,49.073894,41.219785,8.210667,49.430452,182.859419,6.767515,189.626934
209599,0.157068,0.143698,0.153589,0.139415,0.164557,0.147868,0.154066,0.158132,0.121921,0.131146,0.121918,0.131157,83.616713,52.080884,135.697598,7.486382,44.881167,52.367549,88.215307,43.905497,132.120804,4.857813,44.258338,49.116151,41.251055,8.219460,49.470515,183.062883,6.774932,189.837814
209799,0.157046,0.133452,0.153602,0.166364,0.164572,0.180194,0.154082,0.171161,0.121917,0.117874,0.121914,0.117841,83.688481,52.123405,135.811887,7.487959,44.921480,52.409439,88.289204,43.944827,132.234031,4.859504,44.299048,49.158552,41.280297,8.227488,49.507784,183.251172,6.781701,190.032873
209999,0.157049,0.160252,0.153614,0.166555,0.164568,0.159932,0.154094,0.166276,0.121924,0.129801,0.121922,0.129798,83.773590,52.170203,135.943793,7.490075,44.964654,52.454730,88.371604,43.987316,132.358920,4.861691,44.341501,49.203192,41.356038,8.236717,49.592756,183.513058,6.789378,190.302436
210199,0.157030,0.137481,0.153578,0.115891,0.164552,0.148456,0.154129,0.190862,0.121924,0.121216,0.121921,0.121229,83.850046,52.217088,136.067134,7.491972,45.007174,52.499147,88.447524,44.030527,132.478050,4.880438,44.384254,49.264692,41.422380,8.245447,49.667827,183.752680,6.796696,190.549376
210399,0.156990,0.114808,0.153566,0.140661,0.164534,0.145036,0.154106,0.130033,0.121916,0.114030,0.121914,0.114026,83.935918,52.258342,136.194260,7.511091,45.045159,52.556250,88.529553,44.067430,132.596983,4.881936,44.421798,49.303734,41.452500,8.253906,49.706406,183.950710,6.803854,190.754564
210599,0.156997,0.164519,0.153556,0.143856,0.164524,0.153975,0.154095,0.142737,0.121917,0.123352,0.121915,0.123382,84.012912,52.301432,136.314344,7.512646,45.085746,52.598392,88.602074,44.107061,132.709135,4.883640,44.461769,49.345409,41.482629,8.262819,49.745447,184.168120,6.811351,190.979471
210799,0.156999,0.158894,0.153557,0.153774,0.164522,0.162131,0.154123,0.183108,0.121921,0.125628,0.121919,0.125629,84.087811,52.344954,136.432765,7.514373,45.124644,52.639017,88.676791,44.145566,132.822357,4.885560,44.500307,49.385867,41.514131,8.271525,49.785656,184.376598,6.818749,191.195347
210999,0.156977,0.134103,0.153551,0.147591,0.164495,0.136901,0.154121,0.151915,0.121908,0.108529,0.121906,0.108528,84.159164,52.388255,136.547419,7.516083,45.165276,52.681360,89.406044,44.187044,133.593088,4.887467,44.543256,49.430723,41.565098,8.279820,49.844919,184.593298,6.825626,191.418924
211199,0.156947,0.125154,0.153524,0.125075,0.164473,0.140764,0.154089,0.120640,0.121883,0.095637,0.121881,0.095633,84.244276,52.454892,136.699168,7.518104,45.225460,52.743564,89.490011,44.235373,133.725384,4.911721,44.589383,49.501105,41.611315,8.288368,49.899683,184.794386,6.832513,191.626900
211399,0.156924,0.132279,0.153512,0.140430,0.164460,0.150471,0.154086,0.150545,0.121893,0.132113,0.121891,0.132112,84.331855,52.496412,136.828267,7.537912,45.263669,52.801581,89.571261,44.272827,133.844087,4.913139,44.627431,49.540570,41.691452,8.296516,49.987968,185.033861,6.839399,191.873260
211599,0.156925,0.158498,0.153498,0.138928,0.164445,0.148566,0.154118,0.187974,0.121876,0.104240,0.121874,0.104243,84.407162,52.552900,136.960062,7.539346,45.343339,52.882685,89.651136,44.314993,133.966130,4.918125,44.669862,49.587987,41.748740,8.304888,50.053628,185.260043,6.846322,192.106366
211799,0.156896,0.125699,0.153506,0.161731,0.164435,0.154673,0.154125,0.161502,0.121870,0.115023,0.121868,0.115031,84.480197,52.596058,137.076255,7.541042,45.381043,52.922085,89.726843,44.352642,134.079485,4.919901,44.708484,49.628385,41.793836,8.313555,50.107391,185.490916,6.853646,192.344562
211999,0.156884,0.143845,0.153493,0.139691,0.164413,0.141022,0.154130,0.159404,0.121848,0.099227,0.121846,0.099224,84.554792,52.649738,137.204530,7.542929,45.421097,52.964026,89.802690,44.392605,134.195295,4.921948,44.748234,49.670182,41.846106,8.322168,50.168274,185.725589,6.860895,192.586484
212199,0.156868,0.140572,0.153468,0.127478,0.164398,0.148065,0.154132,0.156513,0.121823,0.094369,0.121820,0.094369,84.633176,52.695991,137.329166,7.545009,45.463419,53.008428,89.879636,44.436065,134.315702,4.941178,44.789554,49.730732,41.892026,8.330418,50.222444,185.937936,6.867853,192.805788
212399,0.156833,0.119055,0.153459,0.144066,0.164361,0.125747,0.154132,0.154489,0.121816,0.114491,0.121814,0.114490,84.720661,52.862287,137.582948,7.568392,45.506098,53.074489,89.964466,44.478866,134.443332,4.944177,44.833220,49.777396,41.930215,8.338197,50.268412,186.118940,6.874257,192.993197
212599,0.156843,0.168220,0.153472,0.167027,0.164373,0.177096,0.154138,0.160442,0.121824,0.130924,0.121822,0.130921,84.793595,52.905667,137.699262,7.569923,45.544725,53.114648,90.041834,44.517348,134.559182,4.945916,44.871199,49.817115,41.978765,8.346593,50.325358,186.340125,6.881358,193.221483
212799,0.156814,0.125372,0.153455,0.134946,0.164355,0.144369,0.154140,0.156121,0.121812,0.108554,0.121810,0.108552,84.868472,52.949512,137.817984,7.571614,45.585734,53.157348,90.116418,44.557928,134.674346,4.947746,44.911890,49.859636,42.047139,8.355587,50.402726,186.587540,6.888815,193.476355
212999,0.156786,0.127594,0.153443,0.141486,0.164330,0.138049,0.154134,0.147945,0.121786,0.094605,0.121784,0.094605,84.943053,52.993375,137.936428,7.573377,45.627206,53.200583,90.192292,44.597419,134.789711,4.949690,44.951138,49.900828,42.087235,8.363601,50.450836,186.796971,6.895594,193.692565
213199,0.156757,0.125288,0.153399,0.105757,0.164301,0.133206,0.154086,0.102507,0.121756,0.089474,0.121754,0.089486,85.017124,53.037026,138.054151,7.575319,45.667837,53.243156,90.269185,44.638274,134.907459,4.967730,44.991478,49.959208,42.138579,8.371825,50.510404,187.002973,6.902519,193.905492
213399,0.156754,0.154098,0.153382,0.135215,0.164292,0.154570,0.154076,0.144073,0.121753,0.119099,0.121751,0.119087,85.105763,53.081286,138.187049,7.597273,45.709005,53.306278,90.357326,44.677987,135.035313,4.969711,45.030502,50.000213,42.183664,8.380509,50.564174,187.224276,6.909843,194.134119
213599,0.156765,0.168215,0.153394,0.166749,0.164273,0.144730,0.154100,0.179606,0.121752,0.120359,0.121750,0.120363,85.181376,53.126252,138.307627,7.598846,45.748869,53.347715,90.435589,44.717030,135.152619,4.971385,45.070984,50.042369,42.228696,8.389281,50.617977,187.445240,6.917252,194.362493
213799,0.156735,0.124785,0.153386,0.144649,0.164269,0.159415,0.154096,0.149616,0.121751,0.120569,0.121749,0.120569,85.259729,53.176016,138.435745,7.600585,45.789401,53.389987,90.514198,44.756134,135.270332,4.973426,45.111172,50.084598,42.277739,8.398225,50.675964,187.690114,6.924866,194.614980
213999,0.156716,0.136658,0.153377,0.144014,0.164260,0.155386,0.154086,0.142940,0.121736,0.105377,0.121734,0.105375,85.334584,53.219394,138.553978,7.602454,45.829158,53.431612,90.592353,44.795467,135.387820,4.975938,45.151212,50.127150,42.339032,8.407093,50.746125,187.930852,6.932336,194.863188
214199,0.156696,0.134438,0.153351,0.125289,0.164244,0.147113,0.154092,0.161047,0.121727,0.112635,0.121725,0.112619,85.408722,53.264763,138.673485,7.604404,45.869877,53.474281,90.667691,44.836145,135.503836,4.995615,45.190930,50.186545,42.394222,8.415672,50.809893,188.165773,6.939581,195.105354
214399,0.156716,0.179021,0.153351,0.153724,0.164244,0.164035,0.154124,0.188762,0.121732,0.126893,0.121730,0.126889,85.498715,53.307487,138.806202,7.628036,45.909787,53.537823,90.755190,44.874687,135.629878,4.997064,45.229747,50.226812,42.423168,8.424209,50.847376,188.371999,6.946823,195.318822
214599,0.156715,0.155729,0.153353,0.154988,0.164263,0.184410,0.154132,0.161884,0.121729,0.118725,0.121727,0.118736,85.569202,53.349709,138.918911,7.629497,45.948631,53.578128,90.826208,44.912339,135.738547,4.998699,45.266921,50.265620,42.452845,8.432532,50.885377,188.580989,6.953986,195.534975
214799,0.156716,0.157178,0.153361,0.162323,0.164268,0.170019,0.154146,0.169593,0.121743,0.136607,0.121741,0.136621,85.642487,53.392430,139.034916,7.632159,45.987619,53.619778,90.901473,44.951534,135.853007,5.000601,45.308022,50.308623,42.481585,8.440728,50.922314,188.774346,6.960916,195.735262
214999,0.156727,0.168505,0.153361,0.152881,0.164252,0.146918,0.154174,0.184032,0.121748,0.127025,0.121746,0.127023,85.716168,53.434073,139.150241,7.633993,46.025957,53.659951,90.977993,44.989701,135.967694,5.002725,45.347105,50.349830,42.512218,8.449264,50.961481,188.983209,6.968213,195.951422
215199,0.156722,0.151703,0.153377,0.171306,0.164244,0.155578,0.154188,0.168978,0.121729,0.101218,0.121727,0.101222,85.788941,53.479062,139.268003,7.635883,46.066649,53.702532,91.052156,45.028371,136.080527,5.020420,45.385951,50.406371,42.561056,8.457921,51.018978,189.203370,6.975535,196.178905
215399,0.156716,0.150287,0.153384,0.160600,0.164247,0.167165,0.154194,0.161053,0.121724,0.116882,0.121722,0.116866,85.879545,53.521390,139.400935,7.660249,46.105721,53.765969,91.140920,45.066751,136.207671,5.021907,45.423986,50.445894,42.590939,8.466463,51.057402,189.408615,6.982794,196.391409
215599,0.156694,0.132518,0.153398,0.168810,0.164235,0.151196,0.154202,0.163233,0.121712,0.108436,0.121710,0.108445,85.953198,53.566777,139.519975,7.661817,46.149312,53.811129,91.213820,45.105751,136.319572,5.023607,45.463354,50.486962,42.634770,8.475359,51.110129,189.637962,6.990291,196.628253
215799,0.156681,0.142664,0.153380,0.133235,0.164228,0.156376,0.154222,0.175441,0.121708,0.117421,0.121706,0.117411,86.028326,53.609784,139.638110,7.663584,46.189802,53.853386,91.291798,45.145617,136.437415,5.025696,45.503171,50.528867,42.682635,8.484380,51.167014,189.862839,6.997916,196.860756
215999,0.156681,0.156667,0.153382,0.155388,0.164236,0.173051,0.154250,0.184396,0.121721,0.135628,0.121719,0.135664,86.100542,53.652612,139.753153,7.665357,46.229774,53.895131,91.365002,45.183671,136.548673,5.027703,45.541334,50.569037,42.731083,8.492713,51.223796,190.086673,7.005002,197.091675
