# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=375000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=250000.0, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=125000.0, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=10000.0), width=10000.0), width=10000.0)
# [HTR] HoeffdingTreeRegressor(binary_split=False, grace_period=200, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.02, max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=1e-07, stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_HTR_gradual1.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[HTR],current_mse_[HTR],training_time_[HTR],testing_time_[HTR],total_running_time_[HTR]
55999,4284.083550,3525.359619,7.593201,1.381093,8.974294
56199,4283.873735,4225.125527,7.609811,1.386246,8.996057
56399,4280.479739,3326.766939,7.627185,1.391413,9.018598
56599,4276.258469,3085.860463,7.660037,1.396589,9.056626
56799,4271.970698,3058.531501,7.686636,1.401757,9.088393
56999,4267.933509,3121.371906,7.715236,1.406955,9.122190
57199,4263.191404,2911.691212,7.754285,1.412153,9.166439
57399,4259.534224,3213.580980,7.771133,1.417352,9.188486
57599,4254.302949,2752.926828,7.798146,1.422585,9.220731
57799,4249.148630,2764.704802,7.815154,1.427781,9.242936
57999,4244.953469,3032.551895,7.844828,1.432962,9.277790
58199,4239.325686,2607.268743,7.881585,1.438175,9.319760
58399,4233.391376,2506.507270,7.906226,1.443371,9.349597
58599,4228.227256,2720.304015,7.923704,1.448543,9.372247
58799,4222.256405,2472.797202,7.940952,1.453745,9.394697
58999,4218.884286,3227.481201,8.036460,1.459085,9.495544
59199,4213.553720,2641.036731,8.053772,1.464305,9.518077
59399,4210.680555,3360.223815,8.071725,1.469495,9.541220
59599,4206.460728,2953.172173,8.088855,1.474689,9.563543
59799,4201.809590,2815.770452,8.106412,1.479901,9.586313
59999,4197.029673,2767.834378,8.123589,1.485112,9.608701
60199,4193.017611,2989.399106,8.141382,1.490332,9.631714
60399,4187.443080,2509.509160,8.159001,1.495551,9.654552
60599,4182.203209,2599.762275,8.192910,1.500779,9.693688
60799,4177.950708,2889.442709,8.225861,1.506036,9.731896
60999,4171.701410,2271.914801,8.267842,1.511271,9.779113
61199,4167.525895,2893.993852,8.301876,1.516560,9.818437
61399,4163.077201,2801.776924,8.335069,1.521780,9.856849
61599,4157.691812,2504.377462,8.353460,1.527028,9.880488
61799,4153.308610,2803.282231,8.384409,1.532251,9.916661
61999,4149.272870,2902.229393,8.403017,1.537523,9.940540
62199,4144.750667,2742.867680,8.432131,1.542764,9.974895
62399,4138.372986,2154.914127,8.458097,1.547988,10.006085
62599,4133.011681,2460.284597,8.506529,1.553250,10.059779
62799,4130.377532,3305.888709,8.550003,1.558535,10.108538
62999,4127.607870,3257.934065,8.568562,1.563785,10.132347
63199,4126.008273,3622.135222,8.585882,1.568993,10.154875
63399,4120.433173,2358.701641,8.629498,1.574291,10.203789
63599,4116.570529,2892.112450,8.663704,1.579550,10.243254
63799,4114.402583,3424.995561,8.755476,1.584902,10.340378
63999,4109.404507,2515.018497,8.773382,1.590161,10.363543
64199,4107.175567,3393.914582,8.799237,1.595399,10.394636
64399,4104.509978,3248.855911,8.824933,1.600661,10.425595
64599,4101.416120,3105.193743,8.855739,1.605922,10.461661
64799,4098.352508,3108.806136,8.917764,1.611202,10.528966
64999,4094.452012,2830.691112,8.945666,1.616448,10.562114
65199,4089.097585,2348.908803,8.972631,1.621728,10.594359
65399,4085.894928,3041.828880,9.000079,1.627004,10.627083
65599,4084.131692,3507.553280,9.018068,1.632235,10.650303
65799,4079.071693,2419.392179,9.035818,1.637520,10.673338
65999,4074.491077,2567.468479,9.065583,1.642852,10.708435
66199,4070.461484,2740.695771,9.083312,1.648117,10.731428
66399,4069.467693,3740.522842,9.118104,1.653387,10.771491
66599,4064.285758,2343.883366,9.143775,1.658676,10.802450
66799,4059.739723,2545.910179,9.187061,1.663962,10.851023
66999,4056.493584,2972.282960,9.221603,1.669265,10.890868
67199,4052.543335,2729.210016,9.239327,1.674509,10.913836
67399,4050.080567,3222.590371,9.257851,1.679791,10.937643
67599,4048.014285,3351.677385,9.291582,1.685040,10.976622
67799,4043.760508,2605.983759,9.329902,1.690343,11.020245
67999,4040.077486,2791.533010,9.347609,1.695585,11.043194
68199,4038.229652,3409.966089,9.413890,1.700879,11.114769
68399,4033.587274,2450.536564,9.431629,1.706165,11.137794
68599,4029.633671,2677.501531,9.483164,1.711456,11.194619
68799,4026.345588,2898.532789,9.593008,1.716864,11.309872
68999,4021.859683,2478.708665,9.627919,1.722157,11.350076
69199,4018.910666,3001.499656,9.646088,1.727401,11.373489
69399,4014.538236,2501.677566,9.671230,1.732658,11.403888
69599,4011.848598,3078.544180,9.689328,1.737920,11.427248
69799,4008.322904,2781.381458,9.706824,1.743144,11.449967
