# TEST CONFIGURATION BEGIN
# ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=4), position=450000, random_state=None, stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=3), position=400000, random_state=None... stream=ConceptDriftStream(alpha=0.0, drift_stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=2), position=50000, random_state=None, stream=RegressionGenerator(n_features=10, n_informative=10, n_samples=500000, n_targets=1, random_state=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1), width=1)
# [ARFReg] AdaptiveRandomForestRegressor(aggregation_method='median', binary_split=False, drift_detection_criteria='mse', drift_detection_method=ADWIN(delta=0.001), grace_period=50, lambda_value=6, leaf_prediction='perceptron', learning_ratio_const=True, learning_ratio_decay=0.001, learning_ratio_perceptron=0.1, max_byte_size=1048576000, max_features='auto', memory_estimate_period=2000000, n_estimators=10, no_preprune=False, nominal_attributes=None, random_state=None, remove_poor_atts=False, split_confidence=0.01, stop_mem_management=False, tie_threshold=0.05, warning_detection_method=ADWIN(delta=0.01), weighted_vote_strategy=None)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_ARFReg_abrupto1.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[ARFReg],current_mse_[ARFReg],training_time_[ARFReg],testing_time_[ARFReg],total_running_time_[ARFReg]
38199,3104.048938,2583.593463,168.532399,12.286498,180.818896
38399,3100.862800,2492.310417,169.643596,12.357900,182.001496
38599,3096.822542,2321.093045,171.119599,12.429381,183.548979
38799,3093.322166,2417.749518,172.234560,12.500882,184.735442
38999,3094.152344,3255.206915,173.803613,12.572633,186.376246
39199,3091.625072,2598.807017,174.880272,12.643841,187.524114
39399,3088.647745,2505.091753,175.961483,12.715214,188.676697
39599,3086.061478,2576.566792,177.414965,12.786704,190.201669
39799,3083.873081,2650.570460,178.515577,12.857899,191.373476
39999,3079.722821,2253.821119,179.851537,12.929062,192.780599
40199,3076.331609,2398.089186,180.970120,13.000684,193.970804
40399,3075.608129,2930.188763,182.484568,13.072014,195.556582
40599,3069.435796,1822.624424,184.046168,13.144289,197.190457
40799,3067.335844,2641.045688,185.201358,13.216138,198.417496
40999,3064.795654,2546.596746,186.663457,13.287941,199.951397
41199,3061.256543,2335.738841,188.218800,13.360532,201.579332
41399,3058.949474,2583.693254,189.329551,13.432489,202.762041
41599,3058.873253,3043.095577,190.879733,13.504943,204.384676
41799,3056.741065,2613.245868,192.508650,13.577736,206.086386
41999,3050.554515,1757.565663,194.064756,13.650236,207.714992
42199,3048.759529,2671.812380,195.265405,13.722765,208.988170
42399,3045.683848,2396.715292,196.721692,13.794727,210.516419
42599,3039.068997,1636.720451,198.270600,13.867028,212.137628
42799,3035.140883,2198.452620,199.461184,13.939380,213.400564
42999,3032.287851,2421.739049,201.222706,14.012475,215.235181
43199,3028.289720,2168.691523,202.817902,14.085033,216.902935
43399,3026.917317,2730.478324,204.355607,14.157970,218.513577
43599,3020.977907,1732.125919,205.867890,14.230907,220.098797
43799,3016.850552,2117.087192,207.434831,14.303718,221.738549
43999,3015.156635,2644.188686,208.566076,14.376444,222.942520
44199,3013.926083,2743.204635,210.245615,14.449492,224.695107
44399,3012.035222,2594.154975,211.847231,14.522313,226.369544
44599,3009.991616,2556.311039,213.394073,14.594672,227.988744
44799,3005.816348,2074.731750,214.554788,14.667231,229.222019
44999,3001.720740,2084.304431,216.191384,14.740476,230.931860
45199,2999.312773,2457.520165,217.714286,14.813066,232.527351
45399,2997.667977,2625.944105,219.328765,14.885838,234.214603
45599,2998.487743,3184.574706,220.906957,14.958693,235.865650
45799,2999.536898,3238.744114,222.207740,15.031791,237.239531
45999,2999.274048,2939.081608,223.863811,15.104906,238.968717
46199,2996.052025,2254.986669,225.493195,15.178552,240.671747
46399,2993.630031,2434.149437,227.068598,15.251482,242.320080
46599,2990.907992,2359.394906,228.781991,15.324972,244.106963
46799,2989.356859,2627.942815,230.059781,15.397932,245.457713
46999,2987.541217,2562.680932,231.773267,15.471293,247.244561
47199,2981.943428,1666.463003,233.560664,15.544534,249.105198
47399,2982.293303,3064.864010,235.230149,15.617541,250.847691
47599,2979.391424,2291.645895,236.900019,15.691065,252.591084
47799,2978.914811,2865.481078,238.110167,15.763715,253.873882
47999,2976.658087,2437.301089,239.840580,15.837751,255.678331
48199,2972.388986,1947.804534,241.563188,15.911107,257.474295
48399,2970.034803,2402.676915,243.232773,15.984836,259.217608
48599,2965.357764,1833.514251,244.913004,16.058409,260.971413
48799,2964.167074,2674.829268,246.664512,16.132235,262.796747
48999,2961.629728,2342.517354,247.850989,16.205861,264.056850
49199,2960.147783,2597.071216,249.654451,16.280076,265.934527
49399,2956.613556,2087.193727,251.502183,16.354374,267.856558
49599,2952.303075,1887.614469,253.221751,16.428002,269.649753
49799,2949.536371,2263.393689,254.909310,16.501452,271.410762
49999,2945.592139,1963.478449,256.740998,16.575470,273.316468
50199,3073.374280,35018.909525,258.605487,16.650592,275.256079
50399,3148.102518,21904.890263,259.430833,16.703545,276.134378
50599,3205.740763,17730.578349,259.920993,16.752033,276.673026
50799,3268.439357,19131.183695,260.416517,16.801492,277.218009
50999,3319.884988,16387.075302,260.924081,16.851998,277.776079
51199,3359.514902,13465.142893,261.430684,16.903115,278.333799
51399,3412.365726,16942.176583,261.955623,16.954787,278.910410
51599,3455.327428,14496.484831,262.477868,17.006927,279.484795
51799,3494.785153,13674.878425,263.018032,17.059564,280.077596
51999,3541.440612,15625.204446,263.542238,17.112560,280.654798
52199,3593.031446,17006.648354,264.079970,17.165846,281.245815
52399,3628.585027,12908.069640,264.625526,17.219678,281.845204
52599,3668.894890,14230.078871,265.167532,17.273505,282.441038
52799,3693.051674,10046.285817,265.711692,17.327850,283.039542
52999,3739.035287,15878.709101,266.256783,17.382300,283.639082
53199,3773.425419,12886.810532,266.809202,17.436997,284.246199
53399,3802.709452,11592.262255,267.365211,17.492122,284.857333
53599,3835.866947,12688.918012,267.923350,17.547379,285.470729
53799,3873.646751,13998.634235,268.523720,17.603102,286.126822
53999,3906.464053,12734.318367,269.084599,17.659117,286.743716
54199,3944.866288,14313.469795,269.664421,17.715359,287.379780
54399,3983.257157,14387.182546,270.232686,17.771725,288.004411
54599,4009.041785,11022.460738,270.803545,17.828258,288.631803
54799,4044.321180,13675.595795,271.380442,17.884981,289.265423
54999,4077.254944,13101.106460,271.975189,17.942063,289.917252
55199,4101.201409,10686.479084,272.599025,17.999416,290.598441
55399,4125.914943,10946.850431,273.189967,18.056944,291.246911
55599,4152.850101,11613.888999,273.776041,18.114692,291.890733
55799,4178.377438,11274.977010,274.386040,18.172589,292.558629
55999,4207.957210,12460.713467,274.973120,18.230843,293.203964
56199,4232.156190,11007.870569,275.618915,18.289339,293.908254
56399,4259.459764,11931.764292,276.210981,18.347837,294.558818
56599,4281.232032,10421.011404,276.830025,18.406646,295.236671
56799,4300.788835,9835.364266,277.421903,18.465220,295.887123
56999,4323.321623,10722.633372,278.117262,18.524299,296.641561
57199,4345.658116,10711.558656,278.747939,18.583551,297.331490
57399,4369.122228,11079.858311,279.350051,18.642629,297.992680
57599,4393.073333,11267.040339,280.027379,18.702744,298.730123
57799,4409.070944,9016.383033,280.670227,18.762396,299.432623
57999,4442.619127,14138.044032,281.282942,18.821933,300.104874
58199,4464.007047,10666.503783,281.918553,18.881834,300.800387
58399,4484.401410,10419.160980,282.607168,18.941706,301.548873
58599,4504.993014,10517.741521,283.235274,19.001695,302.236970
58799,4529.147013,11606.268529,283.882513,19.061709,302.944222
58999,4547.486578,9939.318619,284.499696,19.121706,303.621402
59199,4567.511702,10474.923424,285.212899,19.182502,304.395401
59399,4588.033995,10662.632667,285.861685,19.243043,305.104728
59599,4605.454384,9779.310009,286.521164,19.304000,305.825164
59799,4627.411640,11170.673939,287.177774,19.365062,306.542837
59999,4642.245877,9077.682548,287.917642,19.426297,307.343938
60199,4660.680780,10191.151914,288.586995,19.487442,308.074438
