# TEST CONFIGURATION BEGIN
# HyperplaneGenerator(mag_change=0.0, n_drift_features=2, n_features=10, noise_percentage=0.05, random_state=None, sigma_percentage=0.1)
# [KNN] KNNRegressor(aggregation_method='mean', leaf_size=30, max_window_size=1000, metric='euclidean', n_neighbors=5)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['mean_square_error', 'running_time'], n_wait=200, output_file='exec_KNN_incremental5.out', pretrain_size=0, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_mse_[KNN],current_mse_[KNN],training_time_[KNN],testing_time_[KNN],total_running_time_[KNN]
41399,0.131001,0.145400,1.078554,18.498609,19.577163
41599,0.130962,0.123000,1.083805,18.588855,19.672660
41799,0.130976,0.133800,1.089034,18.679210,19.768244
41999,0.131040,0.144400,1.094292,18.769661,19.863952
42199,0.131133,0.150600,1.099567,18.860088,19.959655
42399,0.131211,0.147800,1.104807,18.950342,20.055149
42599,0.131224,0.134000,1.110031,19.040658,20.150689
42799,0.131025,0.088600,1.115288,19.131083,20.246371
42999,0.131035,0.133200,1.120544,19.221475,20.342019
43199,0.131106,0.146400,1.125803,19.311846,20.437649
43399,0.131018,0.111800,1.131095,19.402093,20.533188
43599,0.131007,0.128800,1.136364,19.492392,20.628756
43799,0.130854,0.097400,1.141634,19.582699,20.724333
43999,0.130864,0.133000,1.146882,19.673053,20.819935
44199,0.130880,0.134400,1.152129,19.763383,20.915512
44399,0.130773,0.107200,1.157405,19.853680,21.011084
44599,0.130844,0.146600,1.162670,19.943925,21.106596
44799,0.130827,0.127000,1.167924,20.034332,21.202257
44999,0.130852,0.136600,1.173245,20.124610,21.297855
45199,0.130865,0.133600,1.178507,20.214906,21.393413
45399,0.130892,0.137000,1.183728,20.305169,21.488897
45599,0.130884,0.129200,1.188960,20.395479,21.584439
45799,0.130823,0.116800,1.194206,20.485745,21.679951
45999,0.130838,0.134400,1.199433,20.575919,21.775351
46199,0.130783,0.118000,1.204710,20.666231,21.870941
46399,0.130814,0.138000,1.209970,20.756784,21.966755
46599,0.130795,0.126400,1.215246,20.847144,22.062389
46799,0.130731,0.115800,1.220524,20.937884,22.158409
46999,0.130704,0.124400,1.225779,21.028202,22.253980
47199,0.130749,0.141400,1.231002,21.118529,22.349531
47399,0.130804,0.143800,1.236278,21.208933,22.445211
47599,0.130860,0.144000,1.241521,21.299190,22.540711
47799,0.130842,0.126600,1.246806,21.389577,22.636383
47999,0.130754,0.109800,1.252085,21.479881,22.731966
48199,0.130763,0.132800,1.257345,21.570256,22.827601
48399,0.130644,0.102000,1.262624,21.660743,22.923366
48599,0.130589,0.117400,1.267877,21.751175,23.019051
48799,0.130546,0.120000,1.273133,21.841681,23.114814
48999,0.130470,0.112000,1.278375,21.932113,23.210487
49199,0.130400,0.113200,1.283629,22.022308,23.305937
49399,0.130373,0.123800,1.288886,22.112524,23.401410
49599,0.130392,0.135000,1.294153,22.202818,23.496971
49799,0.130389,0.129600,1.299417,22.293232,23.592649
49999,0.130397,0.132400,1.304714,22.383668,23.688382
50199,0.130394,0.129800,1.309993,22.473990,23.783983
50399,0.130407,0.133600,1.315250,22.564255,23.879505
50599,0.130432,0.136800,1.320473,22.654552,23.975025
50799,0.130520,0.152600,1.325710,22.744882,24.070592
50999,0.130539,0.135400,1.330936,22.835077,24.166012
51199,0.130518,0.125200,1.336170,22.925474,24.261644
51399,0.130540,0.136200,1.341414,23.015740,24.357154
51599,0.130570,0.138200,1.346662,23.106082,24.452744
51799,0.130602,0.138800,1.351900,23.196315,24.548216
51999,0.130490,0.101600,1.357164,23.286847,24.644011
52199,0.130495,0.131800,1.362397,23.377238,24.739635
52399,0.130518,0.136600,1.367652,23.467534,24.835185
52599,0.130490,0.123200,1.372898,23.557715,24.930612
52799,0.130454,0.120800,1.378142,23.648073,25.026215
52999,0.130429,0.123800,1.383403,23.738398,25.121801
53199,0.130504,0.150400,1.388664,23.828727,25.217391
53399,0.130570,0.148200,1.393957,23.919195,25.313151
53599,0.130613,0.142200,1.399221,24.009483,25.408704
53799,0.130599,0.126800,1.404486,24.099806,25.504291
53999,0.130686,0.154000,1.409736,24.189916,25.599652
54199,0.130773,0.154400,1.414980,24.280216,25.695197
54399,0.130753,0.125200,1.420267,24.370800,25.791067
54599,0.130798,0.143000,1.425526,24.461089,25.886615
54799,0.130872,0.151200,1.430766,24.551285,25.982052
54999,0.130871,0.130400,1.436017,24.641555,26.077572
55199,0.130947,0.152000,1.441269,24.731978,26.173246
55399,0.131057,0.161400,1.446534,24.822200,26.268734
55599,0.131004,0.116200,1.451798,24.912476,26.364274
55799,0.130992,0.127800,1.457053,25.002989,26.460042
55999,0.130911,0.108200,1.462359,25.094581,26.556941
56199,0.130982,0.151000,1.467684,25.185635,26.653319
56399,0.130996,0.135000,1.472981,25.276249,26.749230
56599,0.130917,0.108600,1.478238,25.366983,26.845220
56799,0.130880,0.120400,1.483481,25.457126,26.940607
56999,0.130914,0.140600,1.488756,25.547654,27.036410
57199,0.130866,0.117200,1.494002,25.637845,27.131848
57399,0.130827,0.119600,1.499292,25.728411,27.227703
57599,0.130817,0.127800,1.504594,25.819553,27.324146
57799,0.130832,0.135200,1.509913,25.910579,27.420492
57999,0.130774,0.114200,1.515202,26.001565,27.516767
58199,0.130752,0.124200,1.520485,26.092391,27.612875
58399,0.130732,0.124800,1.525766,26.183283,27.709048
58599,0.130715,0.126000,1.531028,26.273981,27.805009
58799,0.130676,0.119200,1.536281,26.364142,27.900424
58999,0.130615,0.112600,1.541504,26.454263,27.995767
59199,0.130686,0.151600,1.546770,26.544575,28.091346
59399,0.130727,0.143000,1.552012,26.634745,28.186757
59599,0.130764,0.141800,1.557270,26.724936,28.282206
59799,0.130693,0.109400,1.562536,26.815246,28.377782
59999,0.130679,0.126400,1.567782,26.905452,28.473234
60199,0.130686,0.132800,1.573060,26.995651,28.568711
60399,0.130697,0.134000,1.578313,27.085953,28.664266
60599,0.130690,0.128800,1.583581,27.176238,28.759819
60799,0.130661,0.121800,1.588846,27.266468,28.855314
60999,0.130738,0.154000,1.594080,27.356786,28.950865
61199,0.130777,0.142800,1.599351,27.447067,29.046418
61399,0.130804,0.139000,1.604585,27.537273,29.141858
61599,0.130799,0.129400,1.609837,27.627481,29.237318
61799,0.130797,0.130000,1.615108,27.717640,29.332748
61999,0.130775,0.124200,1.620378,27.807888,29.428266
62199,0.130753,0.123800,1.625675,27.898449,29.524124
62399,0.130802,0.146000,1.630931,27.988482,29.619413
62599,0.130776,0.122600,1.636173,28.078682,29.714856
62799,0.130769,0.128600,1.641436,28.168897,29.810333
62999,0.130712,0.112800,1.646685,28.259343,29.906028
63199,0.130819,0.164600,1.651914,28.349644,30.001557
63399,0.130831,0.134600,1.657199,28.440134,30.097333
63599,0.130877,0.145600,1.662430,28.530347,30.192777
63799,0.130943,0.151800,1.667676,28.620642,30.288318
63999,0.130897,0.116200,1.672917,28.710917,30.383834
64199,0.130896,0.130600,1.678149,28.801161,30.479310
64399,0.130932,0.142600,1.683405,28.891455,30.574861
64599,0.130908,0.123000,1.688661,28.981954,30.670615
64799,0.130986,0.156400,1.693919,29.072280,30.766198
64999,0.130990,0.132000,1.699161,29.162570,30.861732
65199,0.131115,0.171800,1.704429,29.252892,30.957321
65399,0.131101,0.126600,1.709714,29.343119,31.052833
65599,0.131193,0.161200,1.714961,29.433406,31.148368
65799,0.131237,0.145800,1.720207,29.523711,31.243918
65999,0.131248,0.135000,1.725469,29.613987,31.339456
66199,0.131235,0.126800,1.730707,29.704160,31.434867
66399,0.131245,0.134600,1.735969,29.794411,31.530380
66599,0.131225,0.124600,1.741208,29.884492,31.625700
66799,0.131222,0.130000,1.746459,29.974811,31.721270
66999,0.131156,0.109200,1.751715,30.065072,31.816786
67199,0.131092,0.109800,1.756953,30.155300,31.912253
67399,0.131100,0.133600,1.762199,30.245513,32.007713
67599,0.130995,0.095800,1.767468,30.335782,32.103250
67799,0.130984,0.127200,1.772749,30.425995,32.198744
67999,0.131038,0.149400,1.777988,30.516251,32.294239
68199,0.131031,0.128600,1.783243,30.606254,32.389497
68399,0.131052,0.138200,1.788493,30.696475,32.484968
68599,0.131026,0.122000,1.793732,30.786603,32.580335
68799,0.131000,0.122200,1.798984,30.876933,32.675917
68999,0.131023,0.139000,1.804241,30.967171,32.771412
69199,0.131021,0.130200,1.809495,31.057462,32.866957
69399,0.130976,0.115600,1.814751,31.147789,32.962540
69599,0.130989,0.135200,1.819998,31.237975,33.057973
69799,0.130972,0.125200,1.825235,31.328288,33.153523
69999,0.130947,0.122400,1.830456,31.418469,33.248926
70199,0.130976,0.141000,1.835709,31.508657,33.344366
70399,0.131035,0.151800,1.840982,31.598932,33.439914
70599,0.131058,0.139200,1.846223,31.689214,33.535436
70799,0.130951,0.093000,1.851467,31.779381,33.630848
70999,0.130917,0.118800,1.856715,31.869589,33.726305
71199,0.130958,0.145600,1.861996,31.959904,33.821900
71399,0.131002,0.146800,1.867237,32.050134,33.917372
71599,0.130970,0.119600,1.872509,32.140515,34.013024
71799,0.130910,0.109400,1.877738,32.230893,34.108632
71999,0.130913,0.131800,1.883025,32.321157,34.204182
72199,0.130885,0.120800,1.888276,32.411508,34.299784
72399,0.130843,0.115600,1.893525,32.501851,34.395376
72599,0.130881,0.144800,1.898763,32.592084,34.490848
72799,0.130849,0.119400,1.904026,32.682360,34.586385
72999,0.130933,0.161200,1.909291,32.772488,34.681779
73199,0.130909,0.122400,1.914532,32.862717,34.777249
73399,0.130937,0.141200,1.919789,32.952835,34.872624
73599,0.130994,0.151800,1.925025,33.042964,34.967989
73799,0.130969,0.121600,1.930269,33.133209,35.063478
73999,0.131017,0.148800,1.935515,33.223624,35.159139
74199,0.131100,0.161800,1.940732,33.313870,35.254602
74399,0.131131,0.142800,1.945973,33.404059,35.350031
74599,0.131090,0.115800,1.951255,33.494283,35.445538
74799,0.131127,0.144800,1.956526,33.584695,35.541221
74999,0.131183,0.152400,1.961752,33.674925,35.636676
75199,0.131142,0.115600,1.967019,33.765213,35.732232
75399,0.131108,0.118200,1.972294,33.855557,35.827851
75599,0.131052,0.110200,1.977534,33.945768,35.923302
75799,0.130997,0.110200,1.982803,34.036070,36.018873
75999,0.131058,0.154200,1.988038,34.126195,36.114233
76199,0.131065,0.133400,1.993296,34.216449,36.209745
76399,0.130976,0.097400,1.998559,34.306869,36.305428
76599,0.130959,0.124200,2.003809,34.397095,36.400904
76799,0.130971,0.135600,2.009055,34.487181,36.496236
76999,0.130975,0.132400,2.014332,34.577327,36.591659
77199,0.130969,0.128800,2.019599,34.667442,36.687042
77399,0.130970,0.131200,2.024865,34.757808,36.782674
77599,0.130938,0.118600,2.030114,34.848019,36.878134
77799,0.130924,0.125800,2.035369,34.938238,36.973608
77999,0.130944,0.138600,2.040629,35.028533,37.069162
78199,0.130967,0.139800,2.045892,35.118694,37.164587
78399,0.130952,0.125000,2.051134,35.208841,37.259975
78599,0.130981,0.142400,2.056391,35.299037,37.355428
78799,0.130945,0.116800,2.061669,35.389345,37.451014
78999,0.130906,0.115600,2.066911,35.479541,37.546452
79199,0.130840,0.104800,2.072144,35.569924,37.642068
79399,0.130819,0.122400,2.077410,35.660302,37.737712
79599,0.130806,0.125600,2.082642,35.750495,37.833137
79799,0.130769,0.116400,2.087892,35.840780,37.928672
79999,0.130749,0.122400,2.093156,35.931127,38.024283
80199,0.130730,0.123400,2.098400,36.021378,38.119778
80399,0.130710,0.122600,2.103666,36.111639,38.215304
80599,0.130681,0.119000,2.108976,36.202428,38.311404
80799,0.130686,0.132600,2.114251,36.292874,38.407125
80999,0.130717,0.143200,2.119496,36.383402,38.502898
81199,0.130705,0.126000,2.124770,36.473949,38.598719
81399,0.130682,0.121400,2.130023,36.564332,38.694355
81599,0.130702,0.138800,2.135296,36.654707,38.790003
81799,0.130731,0.142400,2.140563,36.745010,38.885573
81999,0.130703,0.119600,2.145795,36.835403,38.981198
82199,0.130727,0.140600,2.151049,36.925619,39.076668
82399,0.130719,0.127200,2.156273,37.015835,39.172108
82599,0.130721,0.131400,2.161527,37.106382,39.267909
82799,0.130763,0.148400,2.166784,37.196953,39.363738
82999,0.130815,0.152200,2.172003,37.287169,39.459172
83199,0.130788,0.119600,2.177235,37.377417,39.554652
83399,0.130757,0.118000,2.182466,37.467603,39.650069
83599,0.130746,0.126200,2.187671,37.557853,39.745525
83799,0.130705,0.113400,2.192905,37.648076,39.840981
83999,0.130680,0.120400,2.198185,37.738545,39.936731
84199,0.130700,0.138800,2.203462,37.828849,40.032311
84399,0.130707,0.133600,2.208703,37.918985,40.127688
84599,0.130684,0.121200,2.213957,38.009231,40.223188
84799,0.130679,0.128400,2.219225,38.099916,40.319141
84999,0.130712,0.144600,2.224491,38.190302,40.414792
85199,0.130724,0.136000,2.229793,38.280880,40.510673
85399,0.130664,0.105200,2.235048,38.371171,40.606219
85599,0.130685,0.139600,2.240296,38.461494,40.701790
85799,0.130669,0.124000,2.245553,38.551843,40.797397
85999,0.130698,0.142800,2.250790,38.642032,40.892822
86199,0.130615,0.095200,2.256025,38.732207,40.988232
86399,0.130608,0.127600,2.261302,38.822453,41.083755
86599,0.130612,0.132000,2.266573,38.912776,41.179349
86799,0.130637,0.141800,2.271797,39.003173,41.274970
86999,0.130625,0.125200,2.277053,39.093492,41.370545
87199,0.130615,0.126200,2.282303,39.183887,41.466190
87399,0.130599,0.123800,2.287555,39.274121,41.561676
87599,0.130600,0.130800,2.292823,39.364344,41.657167
87799,0.130568,0.116800,2.298069,39.454697,41.752766
87999,0.130605,0.146600,2.303324,39.545058,41.848382
88199,0.130620,0.137600,2.308561,39.635270,41.943831
88399,0.130630,0.135000,2.313786,39.725509,42.039295
88599,0.130522,0.082800,2.319030,39.815693,42.134723
88799,0.130508,0.124200,2.324280,39.905926,42.230205
88999,0.130463,0.110600,2.329526,39.996055,42.325581
89199,0.130469,0.132800,2.334788,40.086508,42.421296
89399,0.130423,0.110000,2.340072,40.176702,42.516774
89599,0.130439,0.137800,2.345312,40.266814,42.612126
89799,0.130422,0.122600,2.350556,40.357163,42.707719
89999,0.130410,0.125200,2.355802,40.447263,42.803065
90199,0.130383,0.118200,2.361081,40.537511,42.898591
90399,0.130404,0.139600,2.366338,40.627935,42.994273
90599,0.130405,0.131000,2.371643,40.718175,43.089818
